pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,kvish1,kvish2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,hodesh,shaa,SUG_YOM,YOM_LAYLA,yom,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y,kvish,keta,kamut_kle_rehev
2021000010,1,1,3,0,,,,,89.0,8833.0,72.0,1439.0,12,2021,6,65,4,1,2,3,2,0,3,4,1,3,3,1,1,1,9,9,9,0,0,9,2,45,245,99.0,99,1,216335.0,768965.0,89,40,96.85416666666667
2021000010,1,1,3,0,,,,,89.0,8833.0,72.0,1439.0,12,2021,6,65,4,1,2,3,2,0,3,4,1,3,3,1,1,1,9,9,9,0,0,9,2,45,245,99.0,99,1,216335.0,768965.0,89,60,365.625
2021000046,1,1,4,0,,,,,35.0,0.0,330.0,,38,2021,1,65,4,1,1,3,5,3,0,4,1,3,4,1,1,1,9,9,9,0,0,9,6,12,612,99.0,99,1,191181.0,613408.0,35,20,549.375
2021000046,1,1,4,0,,,,,35.0,0.0,330.0,,38,2021,1,65,4,1,1,3,5,3,0,4,1,3,4,1,1,1,9,9,9,0,0,9,6,12,612,99.0,99,1,191181.0,613408.0,35,30,746.0833333333334
2021000046,1,1,4,0,,,,,35.0,0.0,330.0,,38,2021,1,65,4,1,1,3,5,3,0,4,1,3,4,1,1,1,9,9,9,0,0,9,6,12,612,99.0,99,1,191181.0,613408.0,35,50,197.83333333333334
2021000050,1,1,3,0,,,,,57.0,562.0,85.0,10765.0,51,2021,9,56,4,1,6,3,2,0,3,4,1,5,3,1,1,1,9,9,9,0,0,9,4,11,411,99.0,99,1,195903.0,691407.0,57,20,1225.0625
2021000050,1,1,3,0,,,,,57.0,562.0,85.0,10765.0,51,2021,9,56,4,1,6,3,2,0,3,4,1,5,3,1,1,1,9,9,9,0,0,9,4,11,411,99.0,99,1,195903.0,691407.0,57,30,1054.4791666666667
2021000050,1,1,3,0,,,,,57.0,562.0,85.0,10765.0,51,2021,9,56,4,1,6,3,2,0,3,4,1,5,3,1,1,1,9,9,9,0,0,9,4,11,411,99.0,99,1,195903.0,691407.0,57,38,764.0
2021000154,1,1,4,0,,,,,806.0,0.0,77.0,,12,2021,9,45,2,1,2,3,2,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,22,222,99.0,99,1,238369.0,754072.0,806,20,237.4375
2021000154,1,1,4,0,,,,,806.0,0.0,77.0,,12,2021,9,45,2,1,2,3,2,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,22,222,99.0,99,1,238369.0,754072.0,806,30,226.0
2021000173,1,1,4,0,,,,,57.0,0.0,140.0,,51,2021,6,46,4,1,3,3,2,3,0,3,1,3,3,1,1,1,9,9,9,0,0,9,4,12,412,99.0,99,1,201289.0,691082.0,57,40,651.4166666666666
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,4,2126.5416666666665
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,5,3565.3333333333335
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,7,3961.5833333333335
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,8,4451.208333333333
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,9,4662.583333333333
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,12,3818.0
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,13,6256.041666666667
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,14,6321.875
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,15,5141.041666666667
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,16,4263.041666666667
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,17,5509.0
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,20,2133.5416666666665
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,21,2174.3333333333335
2021000230,1,1,4,0,,,,,20.0,0.0,54.0,,20,2021,4,57,4,1,3,3,3,1,0,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177328.0,655951.0,20,22,1465.2916666666667
2021000255,1,1,3,0,,,,,40.0,531.0,3012.0,4198.0,51,2021,2,78,4,5,4,3,1,0,3,2,1,3,3,3,1,1,9,9,9,3,4,1,4,42,421,99.0,99,1,193234.0,674619.0,40,90,1137.5416666666667
2021000255,1,1,3,0,,,,,40.0,531.0,3012.0,4198.0,51,2021,2,78,4,5,4,3,1,0,3,2,1,3,3,3,1,1,9,9,9,3,4,1,4,42,421,99.0,99,1,193234.0,674619.0,40,130,361.0
2021000255,1,1,3,0,,,,,40.0,531.0,3012.0,4198.0,51,2021,2,78,4,5,4,3,1,0,3,2,1,3,3,3,1,1,9,9,9,3,4,1,4,42,421,99.0,99,1,193234.0,674619.0,40,170,1332.0416666666667
2021000258,1,2,4,0,,,,,60.0,0.0,679.0,,43,2021,2,27,4,5,2,3,2,2,0,2,1,2,2,6,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,212666.0,614877.0,60,30,242.5
2021000258,1,2,4,0,,,,,60.0,0.0,679.0,,43,2021,2,27,4,5,2,3,2,2,0,2,1,2,2,6,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,212666.0,614877.0,60,34,305.5
2021000258,1,2,4,0,,,,,60.0,0.0,679.0,,43,2021,2,27,4,5,2,3,2,2,0,2,1,2,2,6,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,212666.0,614877.0,60,50,746.0625
2021000258,1,2,4,0,,,,,60.0,0.0,679.0,,43,2021,2,27,4,5,2,3,2,2,0,2,1,2,2,6,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,212666.0,614877.0,60,820,811.8333333333334
2021000258,1,2,4,0,,,,,60.0,0.0,679.0,,43,2021,2,27,4,5,2,3,2,2,0,2,1,2,2,6,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,212666.0,614877.0,60,823,899.25
2021000384,1,1,4,0,,,,,375.0,0.0,46.0,,61,2021,8,37,4,1,5,3,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,1,12,112,99.0,99,1,199463.0,621415.0,375,10,95.3125
2021000384,1,1,4,0,,,,,375.0,0.0,46.0,,61,2021,8,37,4,1,5,3,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,1,12,112,99.0,99,1,199463.0,621415.0,375,12,270.8541666666667
2021000384,1,1,4,0,,,,,375.0,0.0,46.0,,61,2021,8,37,4,1,5,3,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,1,12,112,99.0,99,1,199463.0,621415.0,375,810,493.0208333333333
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,10,1159.1041666666667
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,12,793.4166666666666
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,20,656.3125
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,30,264.75
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,34,475.4375
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,50,827.0
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,810,469.0
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,818,648.2291666666666
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,820,700.0
2021000478,1,2,4,0,,,,,60.0,0.0,615.0,,43,2021,2,31,4,1,6,1,3,2,0,2,1,2,3,1,2,2,6,2,9,0,0,9,7,77,777,99.0,99,1,211122.0,610696.0,60,823,752.0416666666666
2021000482,1,1,3,0,,,,,6.0,35.0,784.0,4179.0,38,2021,10,33,4,1,3,3,2,0,3,7,1,3,3,1,1,1,9,9,9,0,0,9,6,12,612,99.0,99,1,182323.0,612012.0,6,110,1954.0833333333333
2021000482,1,1,3,0,,,,,6.0,35.0,784.0,4179.0,38,2021,10,33,4,1,3,3,2,0,3,7,1,3,3,1,1,1,9,9,9,0,0,9,6,12,612,99.0,99,1,182323.0,612012.0,6,120,1368.7708333333333
2021000482,1,1,3,0,,,,,6.0,35.0,784.0,4179.0,38,2021,10,33,4,1,3,3,2,0,3,7,1,3,3,1,1,1,9,9,9,0,0,9,6,12,612,99.0,99,1,182323.0,612012.0,6,130,838.2708333333334
2021000482,1,1,3,0,,,,,6.0,35.0,784.0,4179.0,38,2021,10,33,4,1,3,3,2,0,3,7,1,3,3,1,1,1,9,9,9,0,0,9,6,12,612,99.0,99,1,182323.0,612012.0,6,140,492.6458333333333
2021000604,1,1,3,0,,,,,57.0,562.0,85.0,10765.0,51,2021,7,83,4,5,6,3,4,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,4,11,411,99.0,99,1,195903.0,691407.0,57,20,1225.0625
2021000604,1,1,3,0,,,,,57.0,562.0,85.0,10765.0,51,2021,7,83,4,5,6,3,4,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,4,11,411,99.0,99,1,195903.0,691407.0,57,30,1054.4791666666667
2021000604,1,1,3,0,,,,,57.0,562.0,85.0,10765.0,51,2021,7,83,4,5,6,3,4,0,2,4,1,3,3,3,1,1,9,9,9,0,0,9,4,11,411,99.0,99,1,195903.0,691407.0,57,38,764.0
2021000639,1,1,4,0,,,,,886.0,0.0,422.0,,12,2021,6,66,4,1,3,2,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,12,212,99.0,99,1,245417.0,768078.0,886,10,63.354166666666664
2021000639,1,1,4,0,,,,,886.0,0.0,422.0,,12,2021,6,66,4,1,3,2,5,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,12,212,99.0,99,1,245417.0,768078.0,886,20,50.25
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,2,48.375
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,10,186.1875
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,20,45.770833333333336
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,30,45.479166666666664
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,40,208.0
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,42,85.6875
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,44,92.20833333333333
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,66,361.6458333333333
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,92,233.29166666666666
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,100,1054.5833333333333
2021000674,1,1,4,0,,,,,90.0,0.0,4405.0,,12,2021,9,30,3,1,1,3,3,1,0,5,1,4,3,11,1,1,9,9,9,0,0,9,2,21,213,99.0,99,1,251620.0,763423.0,90,120,151.85416666666666
2021000692,1,1,4,0,,,,,581.0,0.0,204.0,,12,2021,7,4,4,5,4,3,2,3,0,4,1,4,3,3,1,1,9,9,9,0,0,9,3,24,324,99.0,99,1,201865.0,704614.0,581,10,323.7708333333333
2021000764,1,1,3,0,,,,,44.0,0.0,374.0,3691.0,20,2021,10,6,4,5,2,3,3,1,0,3,1,4,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,181021.0,659512.0,44,40,1017.5
2021000764,1,1,3,0,,,,,44.0,0.0,374.0,3691.0,20,2021,10,6,4,5,2,3,3,1,0,3,1,4,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,181021.0,659512.0,44,50,816.8333333333334
2021000764,1,1,3,0,,,,,44.0,0.0,374.0,3691.0,20,2021,10,6,4,5,2,3,3,1,0,3,1,4,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,181021.0,659512.0,44,60,1608.4791666666667
2021000860,1,1,3,0,,,,,4.0,8919.0,2448.0,469.0,12,2021,7,17,4,5,5,2,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,2,24,245,99.0,99,1,210250.0,772267.0,4,10,50.458333333333336
2021000860,1,1,3,0,,,,,4.0,8919.0,2448.0,469.0,12,2021,7,17,4,5,5,2,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,2,24,245,99.0,99,1,210250.0,772267.0,4,20,587.7083333333334
2021000860,1,1,3,0,,,,,4.0,8919.0,2448.0,469.0,12,2021,7,17,4,5,5,2,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,2,24,245,99.0,99,1,210250.0,772267.0,4,45,708.6666666666666
2021000860,1,1,3,0,,,,,4.0,8919.0,2448.0,469.0,12,2021,7,17,4,5,5,2,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,2,24,245,99.0,99,1,210250.0,772267.0,4,50,1332.125
2021000860,1,1,3,0,,,,,4.0,8919.0,2448.0,469.0,12,2021,7,17,4,5,5,2,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,2,24,245,99.0,99,1,210250.0,772267.0,4,120,5094.395833333333
2021000860,1,1,3,0,,,,,4.0,8919.0,2448.0,469.0,12,2021,7,17,4,5,5,2,10,3,0,3,1,2,3,3,1,1,9,9,9,0,0,9,2,24,245,99.0,99,1,210250.0,772267.0,4,150,2253.375
2021000877,1,1,3,0,,,,,2.0,57.0,438.0,79.0,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99.0,99,1,187743.0,692414.0,2,20,2867.0
2021000877,1,1,3,0,,,,,2.0,57.0,438.0,79.0,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99.0,99,1,187743.0,692414.0,2,22,2089.375
2021000877,1,1,3,0,,,,,2.0,57.0,438.0,79.0,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99.0,99,1,187743.0,692414.0,2,30,1982.7916666666667
2021000877,1,1,3,0,,,,,2.0,57.0,438.0,79.0,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99.0,99,1,187743.0,692414.0,2,34,1625.75
2021000877,1,1,3,0,,,,,2.0,57.0,438.0,79.0,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99.0,99,1,187743.0,692414.0,2,40,3696.3333333333335
2021000877,1,1,3,0,,,,,2.0,57.0,438.0,79.0,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99.0,99,1,187743.0,692414.0,2,51,2703.5208333333335
2021000877,1,1,3,0,,,,,2.0,57.0,438.0,79.0,51,2021,6,70,4,1,1,3,4,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99.0,99,1,187743.0,692414.0,2,52,2077.2291666666665
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,4,2126.5416666666665
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,5,3565.3333333333335
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,7,3961.5833333333335
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,8,4451.208333333333
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,9,4662.583333333333
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,12,3818.0
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,13,6256.041666666667
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,14,6321.875
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,15,5141.041666666667
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,16,4263.041666666667
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,17,5509.0
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,20,2133.5416666666665
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,21,2174.3333333333335
2021000888,1,1,3,0,,,,,20.0,0.0,85.0,8064.0,20,2021,11,83,4,5,3,2,3,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,5,51,513,99.0,99,1,177524.0,658992.0,20,22,1465.2916666666667
2021000928,1,1,4,0,,,,,4.0,0.0,1110.0,,20,2021,3,46,4,1,1,3,3,0,3,5,0,0,3,1,1,1,9,9,9,0,0,9,4,43,432,99.0,99,1,183528.0,658855.0,4,120,5099.145833333333
2021000928,1,1,4,0,,,,,4.0,0.0,1110.0,,20,2021,3,46,4,1,1,3,3,0,3,5,0,0,3,1,1,1,9,9,9,0,0,9,4,43,432,99.0,99,1,183528.0,658855.0,4,220,728.8333333333334
2021000965,1,1,4,0,,,,,6.0,0.0,459.0,,34,2021,3,88,4,5,6,1,10,0,2,7,1,3,3,3,1,1,6,2,9,0,0,9,6,23,623,99.0,99,1,186524.0,584608.0,6,110,1762.3333333333333
2021000965,1,1,4,0,,,,,6.0,0.0,459.0,,34,2021,3,88,4,5,6,1,10,0,2,7,1,3,3,3,1,1,6,2,9,0,0,9,6,23,623,99.0,99,1,186524.0,584608.0,6,120,1190.3125
2021000965,1,1,4,0,,,,,6.0,0.0,459.0,,34,2021,3,88,4,5,6,1,10,0,2,7,1,3,3,3,1,1,6,2,9,0,0,9,6,23,623,99.0,99,1,186524.0,584608.0,6,130,791.5
2021000965,1,1,4,0,,,,,6.0,0.0,459.0,,34,2021,3,88,4,5,6,1,10,0,2,7,1,3,3,3,1,1,6,2,9,0,0,9,6,23,623,99.0,99,1,186524.0,584608.0,6,140,460.4375
2021001001,1,1,4,0,,,,,375.0,0.0,75.0,,61,2021,12,89,4,5,5,3,5,2,0,3,1,2,3,4,1,2,9,9,9,0,0,9,1,11,111,99.0,99,1,201490.0,623329.0,375,10,95.3125
2021001001,1,1,4,0,,,,,375.0,0.0,75.0,,61,2021,12,89,4,5,5,3,5,2,0,3,1,2,3,4,1,2,9,9,9,0,0,9,1,11,111,99.0,99,1,201490.0,623329.0,375,12,270.8541666666667
2021001001,1,1,4,0,,,,,375.0,0.0,75.0,,61,2021,12,89,4,5,5,3,5,2,0,3,1,2,3,4,1,2,9,9,9,0,0,9,1,11,111,99.0,99,1,201490.0,623329.0,375,810,493.0208333333333
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,70,301.3958333333333
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,80,185.6875
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,90,150.33333333333334
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,91,37.25
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,94,373.6458333333333
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,108,375.9375
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,110,373.6041666666667
2021001057,1,2,4,0,,,,,90.0,0.0,3027.0,,43,2021,8,67,4,1,5,3,2,9,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,777,99.0,99,1,243766.0,644706.0,90,120,229.14583333333334
2021001139,1,1,4,0,,,,,60.0,0.0,2091.0,,14,2021,9,67,4,1,3,3,5,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,23,234,99.0,99,1,227439.0,722852.0,60,30,286.4791666666667
2021001139,1,1,4,0,,,,,60.0,0.0,2091.0,,14,2021,9,67,4,1,3,3,5,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,23,234,99.0,99,1,227439.0,722852.0,60,34,306.3125
2021001139,1,1,4,0,,,,,60.0,0.0,2091.0,,14,2021,9,67,4,1,3,3,5,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,23,234,99.0,99,1,227439.0,722852.0,60,50,603.9375
