pk_teuna_fikt,thum_geografi,sug_dereh,semel_yishuv,rehov1,rehov2,bayit,zomet_ironi,kvish1,kvish2,km,zomet_lo_ironi,yehida,shnat_teuna,hodesh_teuna,shaa,sug_yom,yom_layla,yom_bashavua,humrat_teuna,sug_teuna,had_maslul,rav_maslul,mehirut_muteret,tkinut,rohav,simun_timrur,teura,mezeg_avir,pne_kvish,sug_ezem,merhak_ezem,lo_haza,ofen_haziya,mekom_haziya,kivun_haziya,mahoz,nafa,ezor_tivi,maamad_minizipali,zurat_ishuv,status_igun,x,y,average_traffic_count
2015037770,1,3,0,,,,,44,6,215,4188,52,2015,4,85,4,5,4,2,2,0,3,1,1,5,3,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,189875,646519,812.407258064516
2015038255,1,4,0,,,,,4,0,1080,,20,2015,9,43,4,1,6,2,4,1,0,5,1,4,3,1,1,1,9,9,9,0,0,9,5,53,513,99,99,1,181812,656495,905.887280701754
2015038688,1,4,0,,,,,98,0,173,,12,2015,8,53,4,1,6,2,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,29,294,99,99,1,262364,739056,97.6805555555556
2015038714,1,4,0,,,,,6,0,1710,,51,2015,6,64,4,1,4,2,6,0,2,7,1,3,3,1,1,1,9,9,9,0,0,9,4,41,412,99,99,1,201695,696235,1739.08333333333
2015038778,1,3,0,,,,,1,412,64,7,52,2015,11,68,4,5,2,2,3,0,2,6,1,3,1,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,184677,657240,2285.70972222222
2015038784,1,4,0,,,,,25,0,1680,,34,2015,9,55,4,1,6,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,62,623,99,99,1,188386,569482,309.272660818713
2015039147,1,3,0,,,,,5,40,105,4021,51,2015,11,76,4,5,3,2,2,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,4,42,422,99,99,1,191061,669820,1756.36494252874
2015039350,1,3,0,,,,,4,0,2219,4105,11,2015,8,33,4,1,4,2,1,3,0,3,1,1,3,1,1,1,9,9,9,3,4,2,3,31,311,99,99,1,208809,750083,1159.22171052632
2015039560,1,4,0,,,,,89,0,472,,12,2015,7,64,4,1,3,2,10,2,0,4,0,2,3,1,1,1,8,2,9,0,0,9,2,12,212,99,99,1,244368,766541,470.284259259259
2015039785,2,4,0,,,,,60,0,608,,43,2015,8,59,4,1,2,2,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,211546,610321,750.476525821596
2015039795,1,3,0,,,,,66,722,333,9456,11,2015,10,9,4,5,7,2,2,0,3,5,1,3,3,3,1,1,9,9,9,0,0,9,2,23,235,99,99,1,210501,730936,223.988095238095
2015039825,1,4,0,,,,,672,0,302,,11,2015,3,36,4,1,1,2,11,0,2,1,1,5,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,206502,732502,514.705
2015039858,1,4,0,,,,,258,0,20,,34,2015,2,65,4,1,5,2,2,3,0,5,1,2,3,1,1,1,9,9,9,0,0,9,6,26,626,99,99,1,219402,552104,204.270833333333
2015040603,2,4,0,,,,,443,0,200,,43,2015,5,83,4,5,3,2,10,0,2,4,1,4,3,3,1,1,8,9,9,0,0,9,7,77,77,99,99,1,207098,644229,1021.53670634921
2015040721,1,3,0,,,,,2,0,247,59,20,2015,11,13,4,5,7,2,10,1,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,182603,674746,1343.796875
2015040846,1,4,0,,,,,20,0,130,,20,2015,5,26,4,1,2,2,10,0,5,3,1,4,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,179719,661591,3971.14236111111
2015040878,1,4,0,,,,,20,0,180,,20,2015,6,82,4,5,5,2,4,3,0,6,1,4,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,181281,666222,4129.13541666667
2015040906,2,4,0,,,,,5,0,341,,41,2015,6,89,4,5,5,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,7,77,77,99,99,1,213207,668418,1834.31752873563
2015041124,1,4,0,,,,,1,0,450,,61,2015,8,3,4,5,2,2,11,0,2,4,0,2,3,3,1,1,9,9,9,0,0,9,1,11,111,99,99,1,208000,634226,2285.70972222222
2015041651,1,4,0,,,,,6,0,1735,,11,2015,11,76,4,5,7,2,1,1,0,1,1,1,4,3,1,1,9,9,7,0,0,9,3,24,324,99,99,1,201906,698669,1038.36805555556
2015042134,1,4,0,,,,,35,0,240,,38,2015,6,93,4,5,1,2,5,2,0,4,1,0,3,4,1,1,9,9,9,0,0,9,6,12,612,99,99,1,183740,611083,487.230855855856
2015042281,1,4,0,,,,,461,0,40,,20,2015,6,65,4,1,5,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,52,512,99,99,1,183853,660650,1094.45639534884
2015042520,1,4,0,,,,,6,0,1930,,11,2015,1,29,4,1,7,2,8,9,0,0,0,0,5,11,9,9,6,2,9,0,0,9,3,23,323,99,99,1,203185,717255,1038.36805555556
2015042537,1,4,0,,,,,90,0,4530,,12,2015,2,15,4,5,5,2,8,0,2,5,0,4,4,3,1,1,6,2,9,0,0,9,2,21,211,99,99,1,253966,773726,388.642857142857
2015042614,1,4,0,,,,,40,0,1870,,34,2015,6,89,4,5,5,2,3,0,3,5,1,3,4,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,182514,579038,1020.0569047619
2015043050,1,4,0,,,,,386,0,14,,61,2015,8,37,4,1,7,2,19,3,0,4,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,99,99,1,207777,626245,168.092592592593
2015043517,1,3,0,,,,,4,553,1392,335,51,2015,11,36,4,1,3,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,41,411,99,99,1,189983,684908,1149.90548245614
2015043672,1,3,0,,,,,431,4311,120,4200,52,2015,2,89,4,5,7,2,2,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,4,44,442,99,99,1,179271,651336,1327.1
2015043788,1,4,0,,,,,443,0,60,,52,2015,5,68,4,1,2,2,4,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,4,31,431,99,99,1,195522,651034,1027.35813492063
2015043819,1,3,0,,,,,38,0,264,645,61,2015,11,67,4,5,7,2,2,3,0,3,1,3,3,6,1,1,9,9,9,0,0,9,1,11,112,99,99,1,201470,634031,307.921717171717
2015043831,1,4,0,,,,,232,0,190,,34,2015,12,80,4,5,2,2,2,3,0,5,1,3,3,6,1,1,9,9,9,0,0,9,6,22,622,99,99,1,143195,574240,354.7625
2015043946,1,3,0,,,,,241,2335,176,1823,34,2015,9,53,1,1,3,2,1,0,3,5,1,3,3,1,1,1,9,9,9,1,1,1,6,62,622,99,99,1,163785,581366,567.164583333333
2015044004,1,4,0,,,,,404,0,12,,61,2015,12,83,4,5,3,2,3,0,2,5,1,4,3,6,1,1,9,9,9,0,0,9,9,99,999,99,99,9,,,1239.72916666667
2015044103,1,4,0,,,,,241,0,180,,34,2015,12,65,4,1,1,2,1,9,0,0,0,0,5,11,9,9,9,9,9,1,2,1,6,62,622,99,99,1,164148,581615,559.3625
2015044271,1,4,0,,,,,554,0,46,,51,2015,4,73,4,1,1,2,2,3,0,2,1,3,3,1,5,2,9,9,9,0,0,9,4,21,421,99,99,1,192960,679307,661.144841269841
2015044813,1,4,0,,,,,40,0,2620,,52,2015,12,14,4,5,6,2,1,0,2,5,1,4,3,3,2,2,9,9,4,8,0,9,4,44,441,99,99,1,182438,641390,671.090476190476
2015045007,1,4,0,,,,,90,0,3907,,14,2015,4,53,3,1,4,2,3,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,21,221,99,99,1,251356,722602,347.038515406162
2015045262,1,4,0,,,,,1,0,430,,61,2015,12,31,4,1,1,2,3,0,2,3,0,3,3,1,1,1,9,9,9,0,0,9,1,11,111,99,99,1,206179,634658,2301.52222222222
2015045673,1,4,0,,,,,57,0,20,,51,2015,2,95,4,5,5,2,3,0,2,5,1,3,3,7,2,2,9,9,9,0,0,9,4,41,411,99,99,1,189533,692199,1072.21590909091
2015045709,1,4,0,,,,,90,0,389,,33,2015,9,51,4,1,6,2,10,1,0,5,1,2,3,1,1,1,9,9,9,0,0,9,6,25,625,99,99,1,201658,411562,262.800770308123
2015045751,1,4,0,,,,,65,0,257,,11,2015,8,53,4,1,5,2,9,0,2,5,1,3,3,1,1,1,3,2,9,0,0,9,3,32,323,99,99,1,212474,714298,850.668025362319
2015045963,2,4,0,,,,,465,0,244,,41,2015,10,65,4,1,3,2,1,3,0,4,1,3,3,1,1,1,9,9,9,1,2,1,7,77,77,99,99,1,214153,657925,364.969696969697
2015046247,1,3,0,,,,,38,395,235,641,61,2015,6,32,4,1,5,2,5,0,2,4,1,3,3,1,1,1,9,9,9,0,0,9,1,11,112,99,99,1,201146,631701,808.674242424242
2015046328,1,3,0,,,,,65,77,705,1147,14,2015,7,70,4,1,7,2,8,0,3,5,1,3,3,1,1,1,2,2,9,0,0,9,2,22,222,99,99,1,238531,742270,495.804347826087
2015046375,1,4,0,,,,,75,0,210,,14,2015,3,67,4,1,1,2,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,25,237,99,99,1,224577,731655,1028.16103603604
2015046639,1,4,0,,,,,42,0,1011,,52,2015,1,53,4,1,5,2,3,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,4,44,442,99,99,1,179516,650340,1040.14166666667
2015046657,1,3,0,,,,,310,31,110,541,34,2015,1,33,4,1,6,2,1,3,0,4,1,3,3,1,1,1,9,9,9,4,9,9,6,23,623,99,99,1,180394,586802,170.569444444444
2015046796,1,3,0,,,,,70,781,544,1211,11,2015,2,68,4,1,6,2,2,0,2,4,1,4,3,1,1,1,9,9,9,0,0,9,2,24,241,99,99,1,214503,747581,770.364583333333
2015047049,1,4,0,,,,,85,0,15,,11,2015,8,21,4,5,2,2,8,0,2,5,1,3,4,5,1,1,6,2,9,0,0,9,2,24,246,99,99,1,209424,758311,1037.55632716049
2015047109,1,4,0,,,,,85,0,396,,12,2015,12,63,4,1,4,2,1,0,2,4,1,3,3,1,1,1,9,9,9,1,2,2,2,12,212,99,99,1,245298,757397,1049.7337962963
2015047144,1,4,0,,,,,90,0,293,,33,2015,12,13,4,5,6,2,10,1,0,5,1,2,3,3,1,1,9,9,9,0,0,9,6,62,625,99,99,1,199452,402275,262.800770308123
2015047474,1,4,0,,,,,866,0,320,,12,2015,1,21,4,5,7,2,11,0,2,4,1,2,3,6,9,6,9,9,9,0,0,9,2,42,242,99,99,1,238626,759260,261.4375
2015047484,1,3,0,,,,,40,402,2964,779,51,2015,1,62,4,1,5,2,6,0,2,4,1,3,3,1,1,1,9,9,9,0,0,9,4,21,421,99,99,1,190974,670691,1020.0569047619
2015047521,1,4,0,,,,,204,0,1600,,34,2015,11,82,4,5,7,2,10,2,0,5,1,2,3,5,1,1,9,9,9,0,0,9,6,62,626,99,99,1,197729,549800,66.1770833333333
2015047654,1,4,0,,,,,98,0,841,,12,2015,7,87,4,5,4,2,10,3,0,4,1,3,3,5,1,1,9,9,9,0,0,9,2,29,292,99,99,1,272089,790861,112.602777777778
2015047661,1,4,0,,,,,42,0,920,,52,2015,8,21,4,5,7,2,11,0,2,1,1,4,4,3,1,1,8,2,9,0,0,9,4,44,441,99,99,1,175494,640669,524.445833333333
2015047744,1,4,0,,,,,6,0,1630,,51,2015,1,48,4,1,1,2,3,0,2,7,1,5,4,1,1,1,9,9,9,0,0,9,4,12,412,99,99,1,200822,688502,1682.15079365079
2015047844,1,4,0,,,,,805,0,204,,12,2015,7,93,4,5,1,2,2,3,0,4,1,3,3,3,1,1,9,9,9,0,0,9,2,24,241,99,99,1,235274,751791,447.702380952381
2015047959,1,4,0,,,,,35,0,75,,38,2015,3,37,4,1,7,2,11,0,2,5,1,3,4,1,1,1,6,2,9,0,0,9,6,61,611,99,99,1,169478,617461,177.283783783784
2015048224,1,4,0,,,,,2,0,320,,51,2015,9,47,4,1,5,2,3,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,184324,681601,1978.44010416667
2015048367,1,3,0,,,,,461,4,43,313,20,2015,6,1,4,5,1,2,2,0,1,3,1,4,3,3,1,1,9,9,9,0,0,9,5,52,512,99,99,1,184091,660595,1089.94089147287
2015049135,1,4,0,,,,,40,0,1870,,34,2015,9,57,4,1,6,2,10,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,62,623,99,99,1,182514,579038,671.090476190476
2015049171,1,4,0,,,,,7,0,130,,52,2015,3,36,4,1,2,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,44,441,99,99,1,178971,634206,1618.4375
2015049174,1,3,0,,,,,4,6531,1706,375,11,2015,12,73,4,5,5,2,2,0,3,5,1,3,4,3,1,1,9,9,9,0,0,9,3,32,324,99,99,1,193559,715570,1199.32894736842
2015049745,1,4,0,,,,,65,0,389,,14,2015,1,35,4,1,4,2,2,0,3,5,1,3,3,1,1,1,9,9,9,0,0,9,2,34,234,99,99,1,222538,721766,839.416213768116
2015049963,2,4,0,,,,,446,0,44,,43,2015,7,45,4,1,4,2,1,2,0,4,1,4,3,1,1,1,9,9,6,8,0,9,7,74,999,99,99,1,203327,649597,902.097222222222
2015050243,1,3,0,,,,,20,0,99,8065,20,2015,12,59,4,1,2,2,4,3,0,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,177527,660491,3971.14236111111
2015050308,1,4,0,,,,,70,0,570,,11,2015,6,78,4,1,6,2,19,0,2,5,0,4,3,1,1,1,9,9,9,0,0,9,2,24,241,99,99,1,215536,749547,770.364583333333
2015050330,1,4,0,,,,,7266,0,10,,14,2015,12,12,4,5,3,2,8,2,0,4,0,3,3,5,1,1,1,5,9,0,0,9,2,37,237,99,99,1,236496,730573,276.888888888889
2015050408,1,3,0,,,,,444,453,69,2029,52,2015,10,25,4,5,4,2,2,0,3,3,1,2,3,6,2,2,9,9,9,0,0,9,4,43,432,99,99,1,195568,654632,845.952651515152
2015050507,1,4,0,,,,,4,0,1111,,20,2015,11,79,4,5,1,2,11,1,0,5,1,3,3,3,1,1,9,9,9,0,0,9,4,43,432,99,99,1,183577,658935,1158.40197368421
2015050742,1,3,0,,,,,5714,5803,41,2635,51,2015,12,57,4,1,4,2,2,0,1,3,1,1,3,1,1,1,9,9,9,0,0,9,4,12,412,99,99,1,201338,694718,794.763888888889
2015050766,1,4,0,,,,,672,0,389,,11,2015,11,95,4,5,6,2,8,2,0,1,1,3,3,3,1,1,2,1,9,0,0,9,3,31,311,99,99,1,204583,737675,441.496666666667
2015050881,2,4,0,,,,,466,0,15,,43,2015,4,71,4,1,3,2,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,223048,646934,1033.16666666667
2015050953,1,3,0,,,,,40,70,,,11,2015,4,35,3,1,1,2,8,1,0,1,1,2,3,1,1,1,1,2,9,0,0,9,6,26,626,99,99,3,178850,541531,971.990238095238
2015051191,1,4,0,,,,,2,0,905,,11,2015,2,60,4,1,4,2,3,0,2,5,1,5,3,1,1,1,9,9,9,0,0,9,3,21,321,99,99,1,195512,735916,1844.74479166667
2015051194,1,4,0,,,,,2,0,695,,11,2015,12,8,4,5,7,2,3,0,2,7,1,3,4,5,1,1,9,9,9,0,0,9,3,32,324,99,99,1,192325,715801,1343.796875
2015051248,1,3,0,,,,,2,5720,510,85,51,2015,8,35,4,1,1,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,11,411,99,99,1,187746,699214,1854.03385416667
2015051744,1,4,0,,,,,4,0,647,,38,2015,1,93,4,5,1,2,2,0,1,5,1,3,3,3,4,1,9,9,9,0,0,9,6,61,614,99,99,1,162765,619389,1158.40197368421
2015051750,1,4,0,,,,,4,0,1570,,11,2015,4,31,4,1,3,2,1,0,2,5,1,3,3,1,1,1,9,9,9,1,2,2,3,32,324,99,99,1,191338,702561,1149.90548245614
2015051789,1,4,0,,,,,34,0,170,,38,2015,6,29,4,1,3,2,2,1,0,5,1,3,1,1,1,1,9,9,9,0,0,9,6,14,614,99,99,1,159699,609453,713.369047619048
2015051969,1,4,0,,,,,5613,0,11,,51,2015,8,70,4,1,4,2,2,2,0,2,1,3,3,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,192020,689833,739.851851851852
2015052803,2,4,0,,,,,398,0,,,43,2015,2,67,4,1,3,2,2,2,0,1,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,3,224730,624034,231.479166666667
2015053059,1,3,0,,,,,7,40,117,719,52,2015,10,13,4,5,2,2,15,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,4,44,441,99,99,1,177767,634722,1618.4375
2015053543,1,4,0,,,,,431,0,180,,52,2015,6,65,4,1,4,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,43,432,99,99,1,183923,648372,2289.74583333333
2015053923,1,4,0,,,,,65,0,230,,11,2015,1,28,4,5,6,2,4,0,2,5,1,3,3,6,2,2,9,9,9,0,0,9,3,32,323,99,99,1,210457,712677,630.244565217391
2015054389,1,4,0,,,,,762,0,50,,11,2015,5,85,4,5,7,2,2,3,0,2,1,2,3,5,1,1,9,9,9,0,0,9,3,11,311,99,99,1,212418,738606,393.741666666667
2015054591,1,4,0,,,,,461,0,91,,20,2015,9,89,4,5,5,2,3,0,2,1,1,3,3,3,1,1,9,9,9,0,0,9,4,42,422,99,99,1,188648,659557,1094.45639534884
2015054680,1,3,0,,,,,25,40,1725,4063,34,2015,8,90,4,5,1,2,2,3,0,5,1,4,3,3,1,1,9,9,9,0,0,9,6,62,623,99,99,1,183707,570456,544.385233918129
2015054921,1,4,0,,,,,444,0,400,,51,2015,6,23,4,5,4,2,3,3,0,1,1,3,3,6,1,1,9,9,9,0,0,9,4,41,412,99,99,1,199800,684709,845.952651515152
2015054994,1,3,0,,,,,6,66,2103,9470,11,2015,6,47,4,1,3,2,2,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,2,23,235,99,99,1,210351,731203,1672.63392857143
2015055034,1,3,0,,,,,3955,0,14,2525,61,2015,7,61,4,1,5,2,8,9,0,0,0,0,5,11,9,9,8,9,9,0,0,9,1,11,111,99,99,1,206447,633276,167.28125
2015055110,1,4,0,,,,,79,0,70,,11,2015,2,89,4,5,7,2,6,3,0,4,1,1,3,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,213630,745967,713.503787878788
2015055256,1,4,0,,,,,978,0,592,,12,2015,2,56,4,1,7,2,5,3,0,4,1,2,1,1,1,1,9,9,9,0,0,9,2,92,292,99,99,1,269573,790959,83.6111111111111
2015055434,1,4,0,,,,,90,0,2083,,34,2015,7,40,4,1,1,2,5,3,0,5,1,3,3,1,1,1,9,9,9,0,0,9,6,24,624,99,99,1,234507,561665,352.276960784314
2015055756,1,4,0,,,,,5505,0,20,,51,2015,1,3,4,5,4,2,5,1,0,1,1,2,3,3,1,1,6,2,9,0,0,9,4,21,421,99,99,1,195931,678064,966.884259259259
2015055829,1,4,0,,,,,20,0,0,,20,2015,7,26,4,1,4,2,10,1,0,5,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,3,181068,665431,3943.83680555556
2015055995,1,4,0,,,,,20,0,190,,20,2015,9,91,4,5,1,2,7,1,0,5,1,3,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,181478,667195,4050.86805555556
2015056151,1,4,0,,,,,6,0,2045,,11,2015,7,53,4,1,5,2,3,1,0,5,1,4,4,1,1,1,9,9,9,0,0,9,3,11,311,99,99,1,207071,727412,1799.875
2015056565,1,4,0,,,,,40,0,2488,,52,2015,6,35,4,1,2,2,2,0,2,5,1,5,4,1,1,1,9,9,9,0,0,9,4,44,441,99,99,1,179450,630601,955.589285714286
2015056637,1,4,0,,,,,25,0,1560,,34,2015,4,59,4,1,3,2,2,1,0,5,1,3,3,1,1,1,9,9,9,0,0,9,6,23,623,99,99,1,197771,563839,527.222953216374
2015057032,1,4,0,,,,,40,0,1960,,34,2015,11,74,4,5,5,2,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,6,23,623,99,99,1,179848,582848,1020.0569047619
2015057211,1,3,0,,,,,722,0,59,2295,11,2015,6,22,4,5,1,2,2,0,3,5,1,4,3,6,1,1,9,9,9,0,0,9,2,23,235,99,99,1,212984,734134,759.645833333333
2015057827,1,4,0,,,,,79,0,97,,14,2015,9,49,4,1,6,2,8,0,2,5,1,5,3,1,3,1,6,2,9,0,0,9,2,24,241,99,99,1,216147,744674,891.200757575758
2015057896,1,4,0,,,,,443,0,150,,52,2015,10,67,4,1,2,2,3,0,2,5,1,5,3,1,1,1,9,9,9,0,0,9,4,43,431,99,99,1,202196,645811,1027.35813492063
2015057944,1,4,0,,,,,425,0,10,,61,2015,3,7,4,5,7,2,8,1,0,4,1,2,3,3,1,1,6,9,9,0,0,9,1,11,111,99,99,1,209418,634576,233.625
2015058238,1,4,0,,,,,65,0,596,,14,2015,12,58,4,1,5,2,2,3,0,4,1,4,3,1,1,1,9,9,9,0,0,9,2,22,222,99,99,1,239389,731997,850.668025362319
2015058305,1,3,0,,,,,25,2544,2020,515,34,2015,3,57,4,1,6,2,2,0,4,5,1,4,3,1,1,1,9,9,9,0,0,9,6,62,621,99,99,1,164937,585284,309.272660818713
2015058542,1,4,0,,,,,57,0,5,,51,2015,1,70,4,5,4,2,3,0,2,3,1,3,4,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,188042,692362,1048.30303030303
2015058617,1,4,0,,,,,5,0,130,,51,2015,12,73,4,5,4,2,4,0,2,6,1,4,4,3,1,1,9,9,9,0,0,9,4,22,422,99,99,1,193715,669242,1771.6724137931
2015058832,1,4,0,,,,,805,0,130,,12,2015,11,32,4,1,5,2,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,2,2,24,241,99,99,1,228748,751786,455.571428571429
2015058849,1,3,0,,,,,4,0,1173,319,20,2015,11,47,4,1,5,2,3,0,2,5,1,0,3,1,1,1,9,9,9,0,0,9,5,52,512,99,99,1,185426,664832,1199.32894736842
2015058898,1,4,0,,,,,554,0,41,,51,2015,8,70,4,1,2,2,5,2,0,4,1,3,3,1,1,1,6,2,9,0,0,9,4,21,421,99,99,1,192638,678979,665.049603174603
2015059034,1,4,0,,,,,672,0,361,,11,2015,10,63,4,1,7,2,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,206511,735824,442.72
2015059048,1,3,0,,,,,25,241,1987,513,34,2015,3,70,4,1,7,2,2,3,0,5,1,3,3,1,1,1,9,9,9,0,0,9,6,62,622,99,99,1,167059,582998,205.062865497076
2015059145,1,4,0,,,,,25,0,1220,,34,2015,3,12,1,5,5,2,19,3,0,5,1,3,3,5,1,1,9,9,9,0,0,9,6,26,626,99,99,1,219391,550080,541.663011695906
2015059521,1,4,0,,,,,99,0,40,,12,2015,5,62,4,1,6,2,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,11,211,99,99,1,257752,792158,273.824074074074
2015059693,1,4,0,,,,,386,0,99,,61,2015,7,56,4,1,7,2,11,2,0,4,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,99,99,1,210607,629133,168.092592592593
2015059934,1,4,0,,,,,79,0,220,,14,2015,6,29,4,1,3,2,2,0,3,5,0,3,3,1,1,1,9,9,9,0,0,9,2,37,237,99,99,1,225010,737837,1113.67234848485
2015060064,1,3,0,,,,,4,0,2205,433,11,2015,6,95,4,5,4,2,2,0,3,3,1,4,4,3,1,1,9,9,9,0,0,9,3,31,311,99,99,1,208204,748966,1159.22171052632
2015060393,1,4,0,,,,,780,0,25,,11,2015,2,59,4,1,6,2,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,3,11,311,99,99,1,209863,743922,378.458333333333
2015060456,1,4,0,,,,,7,0,168,,52,2015,3,57,4,1,1,2,7,0,2,5,1,3,3,1,1,1,6,5,9,0,0,9,4,41,441,99,99,1,182579,634583,1639.63194444444
2015060558,1,4,0,,,,,4,0,1790,,11,2015,11,25,4,5,3,2,5,2,0,4,1,5,3,6,1,1,9,9,9,0,0,9,3,32,321,99,99,1,195771,723532,1149.90548245614
2015060670,1,4,0,,,,,71,0,259,,14,2015,10,69,4,1,5,2,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,23,232,99,99,1,234150,718233,513.479797979798
2015060773,1,4,0,,,,,73,0,74,,14,2015,6,55,4,1,5,2,5,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,34,234,99,99,1,223547,729698,747.239583333333
2015060885,1,4,0,,,,,4,0,1150,,20,2015,3,35,4,1,3,2,4,0,2,5,1,0,3,11,1,1,9,9,9,0,0,9,5,52,512,99,99,1,184567,662673,1149.90548245614
2015060898,1,4,0,,,,,20,0,127,,20,2015,8,81,4,5,2,2,3,1,0,3,1,4,3,3,1,1,9,9,9,0,0,9,5,51,511,99,99,1,179670,661295,3971.14236111111
2015061060,1,4,0,,,,,431,0,132,,52,2015,7,1,4,5,5,2,2,0,2,5,1,4,3,3,1,1,9,9,9,0,0,9,4,44,442,99,99,1,180440,651036,2363.19583333333
2015061078,1,3,0,,,,,90,91,4435,1621,12,2015,4,40,4,1,2,2,2,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,2,21,213,99,99,1,252803,766195,341.35119047619
2015061279,1,4,0,,,,,20,0,240,,20,2015,2,49,4,1,3,2,8,3,0,6,1,5,1,1,1,1,6,2,9,0,0,9,5,51,511,99,99,1,182235,671985,3942.046875
2015062011,2,4,0,,,,,505,0,702,,41,2015,6,37,4,1,7,2,8,3,0,4,1,2,3,1,1,1,6,1,9,0,0,9,7,77,77,99,99,1,240657,662666,266.486111111111
2015062179,1,4,0,,,,,4,0,1405,,51,2015,7,12,4,5,7,2,3,0,2,5,1,3,3,3,1,1,9,9,9,0,0,9,4,41,411,99,99,1,190209,686203,718.821052631579
2015062369,2,4,0,,,,,375,0,203,,43,2015,6,65,4,1,3,2,1,2,0,4,1,3,3,1,1,1,9,9,7,8,0,9,7,77,77,99,99,1,212505,623473,373.638020833333
2015062418,1,3,0,,,,,4,0,1379,333,51,2015,4,35,4,1,2,2,3,0,2,1,1,2,4,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,189645,683511,1157.56403508772
2015062691,1,4,0,,,,,25,0,1538,,34,2015,8,31,4,1,2,2,1,3,0,5,1,3,3,1,1,1,9,9,9,2,2,2,6,62,623,99,99,1,198508,561798,525.622807017544
2015063250,1,4,0,,,,,70,0,680,,11,2015,2,45,4,1,1,2,3,3,0,5,1,3,3,1,1,1,9,9,9,0,0,9,2,24,246,99,99,1,215335,759286,977.527777777778
2015063305,1,4,0,,,,,4622,0,9,,20,2015,9,50,4,1,2,2,10,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,187544,660905,942.717592592593
2015063500,1,4,0,,,,,6,0,1200,,52,2015,11,59,4,1,2,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,31,431,99,99,1,193431,649634,1654.10515873016
2015063812,1,3,0,,,,,444,0,235,4126,51,2015,11,1,4,5,2,2,2,0,3,4,3,4,3,3,1,6,9,9,9,0,0,9,4,22,422,99,99,1,194579,669401,860.877367424242
2015064224,1,4,0,,,,,2,0,260,,20,2015,2,43,4,1,4,2,11,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,99,99,1,182824,675883,1844.74479166667
2015064334,1,4,0,,,,,6,0,1000,,38,2015,11,67,4,5,5,2,3,1,0,1,1,2,3,6,1,1,9,9,9,0,0,9,1,12,112,99,99,1,184135,633274,1799.875
