כביש,קטע,"ק""מ מ-",שם מ-,"ק""מ עד",שם עד,"ק""מ הצבה",הצבה,X של מקום ההצבה,Y של מקום ההצבה
386,20,163.0,צומת כרם,185.0,כניסה לרח המעיין,167.0,כמאתיים מטר אחרי צומת כרם,214855,630973
395,30,145.0,צומת הר איתן - סטף,180.0,צומת כרם,178.0,"0.17 ק""מ מצומת כרם",214671,630971
402,10,0.0,צומת עדנים,21.0,כניסה לירקונה,2.0,"0.24 ק""מ מצומת עדנים",190843,670881
402,30,54.0,צומת כפר סבא,58.0,צומת רעננה,57.0,"0.30 ק""מ מצומת כפר סבא",189801,675951
404,810,0.0,צומת עטרות,80.0,מחלף יגאל,4.0,"0.36 ק""מ מצומת עטרות",220028,640206
406,20,1887.0,כניסה לבאר שבע (צפון),1933.0,צומת גורל,1900.0,"1.28 ק""מ מכניסה לבאר שבע (צפון)",180163,576878
410,10,0.0,צומת יבנה,52.0,צומת,16.0,"1.59 ק""מ מצומת יבנה",177480,642569
411,4,0.0,צומת רחובות מערב,2.0,צומת כפר גבירול,2.0,"1.68 ק""מ מצומת רחובות מערב",178735,644197
411,8,20.0,צומת כפר גבירול,99.0,צומת ברנר,23.0,300 מטר מצומת כפר גבירול,179217,643854
411,10,99.0,צומת ברנר,136.0,כניסה למזכרת בתיה,114.0,"1.48 ק""מ מצומת ברנר",183133,640390
411,18,136.0,כניסה למזכרת בתיה,210.0,צומת חולדה,137.0,100 מטר מכניסה למזכרת בתיה,184999,639086
412,10,0.0,"צומת ביל""ו",16.0,כניסה לרחובות ד' הפרדסים,4.0,"0.44 ק""מ מצומת ביל""ו",182986,642543
412,20,40.0,מפגש עם מסילת ברזל,55.0,צומת נס ציונה,34.0,"1.44 ק""מ ממפגש עם מסילת ברזל",181168,647286
412,30,68.0,צומת נס ציונה (צפון),84.0,מחלף ראשונים,66.0,"0.75 ק""מ מצומת נס ציונה (צפון)",181287,649999
412,40,84.0,מחלף ראשונים,144.0,צומת בית דגן,135.0,"4.87 ק""מ ממחלף ראשונים",182757,655873
412,50,144.0,צומת בית דגן,161.0,מחלף שפירים,156.0,"1.19 ק""מ מצומת בית רבן",184187,657001
412,60,161.0,מחלף שפירים,189.0,כניסה לאור יהודה (מערב),170.0,"0.96 ק""מ ממחלף שפירים",185379,657795
412,68,189.0,כניסה לאור יהודה (מערב),210.0,צומת יהוד (מערב),206.0,"1.73 ק""מ מכניסה לאור יהודה (מערב)",188540,659197
424,10,78.0,כניסה לגזר,128.0,צומת גזר,109.0,"5.72 ק""מ מכניסה לגזר",190892,645845
431,6,95.0,מחלף מבוא איילון,105.0,מחלף קריית ראשון,100.0,נתונים מגלאי,,
431,10,105.0,מחלף קריית ראשון,116.0,מחלף ראשון דרום,110.0,נתונים מגלאי,,
431,20,116.0,מחלף ראשון דרום,126.0,מחלף עין הקורא,120.0,נתונים מגלאי,,
431,40,143.0,מחלף ראשונים,163.0,מחלף נס ציונה,150.0,נתונים מגלאי,,
431,46,216.0,מחלף רמלה דרום,245.0,מחלף נשרים,235.0,נתונים מגלאי,,
431,50,245.0,מחלף נשרים,290.0,מחלף ענבה,280.0,נתונים מגלאי,,
431,70,290.0,מחלף ענבה,420.0,כניסה למודיעין-מכבים,220.0,נתונים מגלאי,,
436,810,0.0,צומת שמואל,58.0,צומת גבעת זאב,1.0,"0.12 ק""מ מצומת שמואל",217905,637340
443,10,15.0,צומת גינתון,46.0,צומת בן שמן-מצבה,18.0,"0.27 ק""מ מצומת גינתון",191501,651593
443,20,46.0,צומת בן שמן-מצבה,101.0,כניסה למבוא מודיעים,51.0,"0.33 ק""מ מצומת בן שמן- מצבה",194617,651066
443,30,101.0,כניסה למבוא מודיעים,140.0,צומת שילת,111.0,"1.12 ק""מ מכניסה למבוא מודיעים",199520,648424
443,40,140.0,צומת שילת,162.0,צומת מכבים-רעות,145.0,"0.39 ק""מ מצומת שילת",201824,646226
443,832,162.0,צומת מכבים-רעות,310.0,צומת גבעת זאב,165.0,"0.31 ק""מ מצומת מכבים- רעות",202896,645377
444,10,43.0,צומת בן שמן-מצבה,69.0,צומת נבלט,60.0,"0.19 ק""מ מצומת בן שמן-מצבה",194509,651413
444,20,69.0,צומת נבלט,135.0,"צומת גבעת כ""ח",71.0,"0.19 ק""מ מצומת נבלט",195531,654729
444,22,135.0,"צומת גבעת כ""ח",155.0,כניסה לאלעד,147.0,"0.8 ק""מ מכניסה לאלעד",194836,661962
444,26,155.0,כניסה לאלעד,215.0,צומת ראש העין,184.0,"2.88 ק""מ מכניסה לאלעד",195604,665447
444,30,215.0,צומת ראש העין,231.0,מחלף קסם,217.0,"0.17 ק""מ מצומת ראש העין",194128,667877
444,32,231.0,מחלף קסם,266.0,צומת חורשים,257.0,"2.6 ק""מ ממחלף קסם",194644,671706
444,34,266.0,צומת חורשים,291.0,צומת נווה ימין,273.0,"0.66 ק""מ מצומת חורשים",195248,673119
444,42,370.0,צומת טירה,415.0,צומת טייבה,374.0,"0.32 ק'""מ מצומת טירה",198873,682370
446,10,0.0,צומת שילת,15.0,כניסה ללפיד,9.0,"0.90 ק""מ מצומת שילת",202532,646853
446,816,15.0,כניסה ללפיד,35.0,כניסה למודיעין עילית,16.0,מאה מטר מכניסה ללפיד,202798,647283
453,10,0.0,צומת אל על,48.0,צומת נבלט,8.0,"0.77 ק""מ מצומת אל על",191850,654675
461,10,26.0,"יישוב ת""א דרך הטייסים",43.0,מחלף מסובים,27.0,"0.09 ק""מ מיישוב ת""א דרך הטייסים",182686,661292
461,20,43.0,מחלף מסובים,59.0,צומת השומר,46.0,"0.29  ק""מ ממחלף מסובים",184416,660519
461,30,59.0,צומת השומר,78.0,צומת סביון,71.0,"1.18 ק""מ מצומת השומר",186834,660127
461,32,78.0,צומת סביון,94.0,צומת יהוד (מערב),86.0,"0.75 ק""מ מצומת סביון",188269,659949
461,40,94.0,צומת יהוד (מערב),100.0,כניסה ליהוד,100.0,"0.71 ק""מ מצומת יהוד (מערב)",189583,659328
461,48,100.0,כניסה ליהוד,121.0,צומת הטייסים,111.0,"0.84 ק""מ מכניסה ליהוד",190660,659155
465,10,0.0,"צומת גבעת כ""ח",65.0,כניסה לרנתיס,2.8,"0.28 ק""מ מצומת גבעת כ""ח",196250,660202
471,5,0.0,מחלף בר אילן,5.0,צומת בר אילן (רמת אילן),2.0,ליד הצומת,185438,663590
471,20,90.0,מחלף נחשונים,98.0,צומת נחשונים,96.0,"0.65 ק""מ ממחלף נחשונים",194690,663969
483,10,0.0,צומת גנים,36.0,צומת ראש העין,20.0,"2.03 ק""מ מצומת גנים",192744,667659
554,10,0.0,צומת כפר סבא,35.0,צומת בית ברל,27.0,"2.69 ק""מ מצומת כפר סבא",191686,677826
554,12,35.0,צומת בית ברל,80.0,כניסה לטירה,40.0,"0.49 ק""מ מצומת בית ברל",192522,678821
562,10,0.0,צומת קדימה,42.0,כניסה לצורן,4.0,"0.41 ק""מ מצומת קדימה",192386,685709
581,10,40.0,"צומת הרא""ה",152.0,כניסה למגל,43.0,"0.26 ק""מ מצומת הרא""ה",191375,700011
581,20,152.0,כניסה למגל,216.0,צומת כלניות,208.0,"5.65 ק""מ מצומת כלניות",201926,705058
650,10,0.0,צומת אלון (שמורת אלון),32.0,צומת תל צבי,1.0,"0.14 ק""מ מצומת אלון",196717,706498
651,10,0.0,צומת קיט ושיט,81.0,צומת איטונג,53.0,"5.38 ק""מ מצומת קיט ושיט",194701,709497
652,3,0.0,צומת שפיה,10.0,כניסה לזכרון יעקב (ישן),3.0,300 מטר מצומת שפייה,197099,720789
652,5,10.0,כניסה לזכרון יעקב (ישן),30.0,כניסה לרמת בית צבי,11.0,"0.35 ק""מ מכניסה לזכרון יעקב",196960,720151
652,20,30.0,כניסה לרמת בית צבי,36.0,כניסה לרננים,31.0,"0.83 ק""מ מכניסה לרמת בית צבי",196418,718706
652,38,92.0,יישוב בנימינה,101.0,צומת עדה,97.0,"0.55 ק""מ מיישוב בנימינה",195982,713060
652,40,101.0,צומת עדה,137.0,צומת איטונג,106.0,"0.49 ק""מ מצומת עדה",196470,712489
652,48,137.0,צומת איטונג,148.0,צומת תל צבי,138.0,"0.14 ק""מ מצומת איטונג",197797,709556
652,50,148.0,צומת תל צבי,165.0,צומת חנה,162.0,"1.41 ק""מ מצומת תל צבי",198898,707361
653,10,69.0,צומת בנימינה,90.0,יישוב בנימינה,70.0,"0.05 ק""מ מצומת בנימינה",193916,713758
653,20,101.0,צומת עדה,175.0,כניסה לרגבים,103.0,"0.19 ק""מ מצומת עדה",196464,713108
654,10,50.0,צומת שמורת אלוני יצחק,69.0,צומת אביאל,1.0,"0.13 ק""מ משמורת אלוני יצחק",199454,713800
669,10,0.0,צומת השיטה,37.0,כניסה לחפציבה,1.0,כמאה מטר מצומת השיטה,241224,716330
669,12,37.0,כניסה לחפציבה,133.0,צומת שלוחות-ניר דוד,121.0,"1.19 ק""מ צומת שלוחות (כביש 90)",246869,709098
671,10,0.0,כניסה לעפולה (כביש ישן),25.0,יישוב עפולה (לחדרה),5.0,באמצע הכביש הישן,,
672,10,121.0,כניסה לאבן יצחק,230.0,מחלף אליקים,228.0,"0.16 ק""מ ממחלף אליקים",206713,726792
672,20,230.0,מחלף אליקים,325.0,כניסה לדאלית אל-כרמל,235.0,"0.55 ק""מ ממחלף אליקים",205999,727195
672,28,325.0,כניסה לדאלית אל-כרמל,401.0,צומת דמון,400.0,"0.33 ק""מ מצומת דמון",204261,737818
672,30,401.0,צומת דמון,436.0,יישוב חיפה (לאוניברסיטה),402.0,"0.11 ק""מ מצומת דמון",203867,737842
705,10,0.0,צומת הוד הכרמל,40.0,צומת מפעל נשר,0.0,אחרי צומת הוד הכרמל,,
716,5,0.0,צומת יששכר,32.0,צומת נעורה,3.0,"0.31 ק""מ מצומת יששכר",236301,718118
716,10,32.0,צומת נעורה,134.0,צומת לתמרה (צפון),125.0,"0.92 ק""מ מצומת לתמרה",235502,727610
717,20,32.0,צומת נעורה,69.0,כניסה למולדת,38.0,600 מטר מצומת נעורה,237895,720517
721,10,0.0,מחלף עתלית,17.0,צומת עתלית,9.0,"0.94 ק""מ ממחלף עתלית",196696,735174
754,12,572.0,כניסה למשהד,609.0,צומת בית רימון,606.0,"3.4 ק""מ מכניסה למשהד",232705,740605
762,10,0.0,צומת חסידים (רכסים),85.0,צומת נופית,3.0,"0.25 ק""מ מצומת חסידים",208741,740692
767,2,0.0,צומת כפר תבור,160.0,צומת אלומות,4.0,"0.38 ק""מ מצומת כפר תבור",240196,733081
767,10,160.0,צומת אלומות,193.0,צומת כנרת,162.0,"0.24 ק""מ מצומת אלומות",251739,735735
768,10,0.0,צומת אלומות,104.0,צומת פורייה,102.0,"0.15 ק""מ מצומת פוריה",246709,743375
780,10,0.0,צומת זבולון,52.0,צומת כפר אתא,1.0,"0.53 ק""מ מצומת זבולון",209865,741915
781,30,83.0,מחלף גלעם,101.0,צומת אבליים,86.0,"0.35 ק""מ ממחלף גלעם",213015,747666
781,40,101.0,צומת אבליים,190.0,צומת מורשת,109.0,"0.79 ק""מ מצומת אבליים",215062,747610
784,2,0.0,צומת יפתחאל,114.0,צומת מורשת,2.0,"1.73 ק""מ מצומת יפתחאל",222790,742114
805,10,0.0,צומת יבור,237.0,צומת חנא,2.0,"0.22 ק""מ מצומת יבור",217667,755333
806,30,92.0,צומת מע'ר,138.0,צומת חלפתא,134.0,"4.15 ק""מ מצומת מע'ר",239365,758234
854,10,0.0,צומת כרמיאל,220.0,צומת תפן,1.0,כמאה מטר מצומת תפן,,
869,710,0.0,צומת מעלה גמלא,161.0,צומת דליות,155.0,"15.52 ק""מ מצומת מעלה גמלא",272540,755692
899,10,0.0,צומת בצת,33.0,צומת חניתה,16.0,"1.6 ק""מ מצומת בצת",211483,775536
2310,10,107.0,צומת צוחר (מבטחים),146.0,כניסה לשדה ניצן,11.0,כמאה מטר מצומת מבטחים,143161,573977
2444,10,0.0,צומת שרשרת,38.0,כניסה לשיבולים (דרום),4.0,"0.44 ק""מ מצומת שרשרת",162232,591484
2499,10,0.0,צומת נאות הכיכר,80.0,כניסה לנאות הכיכר,2.0,"0.2 ק""מ מצומת נאות הכיכר",232686,544841
2544,10,0.0,צומת לתאשור,25.0,כניסה לברוש,2.0,"0.25 ק""מ מצומת לתאשור",165165,585415
3199,10,0.0,צומת ערד,200.0,כניסה למצדה - מערד,1.0,כמאה מטר מצומת ערד,,
3403,10,0.0,צומת איתן (אבן שמואל),16.0,כניסה לשלווה ולאחוזם,2.0,"0.17 ק""מ מצומת איתן",177325,609048
3412,10,0.0,צומת תלמי יפה,43.0,כניסה לגיאה,3.0,"0.3 ק""מ מצומת תלמי יפה",162258,617953
3413,10,0.0,צומת ניר חן,10.0,כניסה לניר חן,2.0,"0.21 ק""מ מצומת ניר חן",172056,613630
3553,10,0.0,צומת נחלה,11.0,כניסה לסגולה,3.0,"0.30 ק""מ מצומת נחלה",178635,619434
3613,10,0.0,צומת זרחיה-שפיר,14.0,כניסה לשפיר,2.0,"0.17 ק""מ מצומת זרחיה-שפיר",173627,623530
3703,10,0.0,צומת טוביה,115.0,כניסה לגן יבנה (דרום),15.0,"1.47 ק""מ מצומת טוביה",174928,626691
3711,10,0.0,צומת אמונים,37.0,כניסה לעזריקם,2.0,"0.16 ק""מ מצומת אמונים",168244,628958
3712,10,0.0,צומת לאמונים,20.0,כניסה לגבעתי,2.0,"1.6 ק""מ מצומת לאמונים",,
3811,10,0.0,צומת ביצרון,10.0,צומת,1.0,"0.04 ק""מ מצומת ביצרון",175095,633772
3835,10,0.0,צומת צרעה,45.0,כנ' לאכסניה (גבעת שמש),1.0,"0.18 ק""מ מצומת צרעה",198333,629277
3855,10,0.0,צומת בית שמש (מרכז ביג),20.0,צומת מחסיה,2.0,"1.52 ק""מ מצומת בית שמש",200045,628863
3855,20,20.0,צומת מחסיה,88.0,צומת זנוח,26.0,"0.55 ק""מ מצומת מחסיה",200202,627986
3856,10,0.0,צומת הרטוב,2.0,"כניסה לביח""ר נשר",0.1,100 מטר מדרך 38,,
3866,10,0.0,צומת מחסיה,90.0,צומת נס הרים,83.0,"0.07 ק""מ מצומת נס הרים",200352,628655
3922,10,0.0,צומת חצור אשדוד,34.0,צומת ביצרון,3.0,"0.29 ק""מ מצומת חצור אשדוד",177503,634042
3933,10,0.0,צומת חפץ חיים,7.0,כניסה לחפץ חיים,2.0,"0.17 ק""מ מצומת חפץ חיים",178153,633842
4000,10,0.0,צומת בית רבן,9.0,כניסה לקבוצת יבנה,2.0,"0.15 ק""מ מצומת בית רבן",174610,636332
4101,10,0.0,צומת כפר מרדכי,15.0,כניסה לכפר מרדכי,1.0,"0.10 ק""מ מצומת כפר מרדכי",175042,637142
4102,10,0.0,צומת בית רבן,38.0,צומת בן זכאי,2.0,"0.24 ק""מ מצומת בית רבן",174783,636610
4103,10,0.0,צומת תל נוף,28.0,צומת,2.0,"0.24 ק""מ מצומת תל נוף",179849,638107
4111,10,0.0,צומת יבנה (צפון),60.0,כניסה למרכז מחקר,3.0,"0.29 ק""מ מצומת יבנה (צפון)",176241,642980
4233,10,0.0,צומת נען,24.0,כניסה לרמות מאיר,5.0,"0.54 ק""מ מצומת נען",184793,643484
4243,10,0.0,צומת פדיה,5.0,כניסה לפדיה,1.0,"0.5 ק""מ מצומת פדיה",189689,641054
4303,10,0.0,צומת בית עובד,27.0,צומת נס ציונה,17.0,"1.76 ק""מ מצומת בית עובד",180136,647791
4304,10,0.0,צומת מצליח,9.0,כניסה למצליח,2.0,"0.26 ק""מ מצומת מצליח",187487,647095
4311,3,0.0,צומת אזור תעשייה,5.0,צומת לגן שורק,3.0,נתונים מגלאי,,
4311,5,5.0,צומת לגן שורק,15.0,כניסה לנטעים,14.6,נתונים מגלאי,,
4311,10,15.0,כניסה לנטעים,86.0,כניסה לפלמחים (מערב),14.0,"0.04 ק""מ מכניסה לנטעים",178606,650758
4313,10,0.0,מחלף נס ציונה,65.0,"כניסה לצריפין, שער י-ם",4.0,"0.4 ק""מ ממחלף נס ציונה",182990,649939
4313,20,65.0,"כניסה לצריפין, שער י-ם",74.0,צומת ניר צבי,70.0,"0.4 ק""מ מצומת ניר צבי",186187,651000
4314,10,0.0,צומת מודיעים (גימזו),19.0,כניסה לגמזו,1.0,כמאה מטר מצומת מודעים,,
4402,10,0.0,"צומת חב""ד",15.0,"כניסה לכפר חב""ד",2.0,"0.19 ק""מ מצומת חב""ד",184830,654175
4404,10,0.0,צומת גשר לוד(לוד העתיקה),36.0,כניסה לאחיעזר,33.0,"3.32 ק""מ מצומת גשר לוד",188646,654421
4503,10,0.0,מחלף בן גוריון,15.0,"כניסה לנתב""ג",13.0,"1.3 ק""מ ממחלף בן גוריון",191067,655298
4612,20,6.0,צומת בר אילן (רמת אילן),18.0,כניסה לקריית קריניצי,16.0,"1.03 ק""מ מצומת בר אילן",185603,663365
4613,4,0.0,צומת בדק,20.0,צומת ברקת,7.0,"0.73 ק""""מ מצומת בדק",191970,658382
4622,10,0.0,צומת סביון,14.0,כניסה לגני יהודה ולסביון,9.0,"0.87 ק""מ מצומת סביון",187542,660889
4623,10,0.0,צומת רינתיה-מזור,17.0,כניסה לרינתיה,6.0,"0.59 ק""מ מצומת רינתיה מזור",191801,661672
5112,10,0.0,צומת לנווה ירק,13.0,כניסה לנווה ירק,1.0,"0.12 ק""מ מצומת לנווה ירק",192233,671549
5233,10,0.0,צומת חורשים,18.0,כניסה לכפר ברא,10.0,"1.00 ק""מ מצומת חורשים",196009,672345
5443,10,0.0,צומת נווה ימין (מערב),21.0,צומת נווה ימין,1.0,"0.14 ק""מ מצומת נווה ימין",194362,675772
5503,10,0.0,צומת בית ברל,6.0,כניסה לבית ברל,6.0,"0.62 ק""מ מצומת בית ברל",192723,678321
5504,10,0.0,צומת כפר סבא (מזרח),34.0,מחלף אייל,12.0,"1.23 ק""מ מצומת כפר סבא (מזרח)",195603,677371
5504,820,35.0,צומת אייל,63.0,צומת צופין,37.0,"0.2 ק""מ מצומת אייל",197571,678915
5511,10,0.0,צומת בני ציון,25.0,כניסה לבני ציון,18.0,ליד כביש 551 מהכיכר לכיוון בני ציון,188620,682202
5531,10,0.0,כניסה לחירות (מזרח),30.0,כניסה לכפר הס (צפון),1.0,"0.07 ק""מ מהכניסה לחירות",193402,685220
5532,10,0.0,צומת עין ורד,2.0,כניסה לעין ורד,1.0,"0.14 ק""מ מצומת עין ורד",193597,685431
5533,10,0.0,צומת צור נתן,25.0,צומת,1.0,"0.22 ק""מ מצומת צור נתן",199455,683048
5613,10,0.0,צומת פרדסייה,37.0,כניסה לגאולים,5.0,"0.52 ק""מ מצומת פרדסייה",191361,690020
5613,18,37.0,כניסה לגאולים,75.0,צומת ינוב,73.0,"3.63 ק""מ מכניסה לגאולים",196182,691095
5614,10,0.0,צומת קלנסווה,52.0,צומת שער אפרים,3.0,"0.31 ק""מ מצומת קלנסווה",198680,690664
5700,10,0.0,צומת בית יצחק,42.0,צומת כפר חיים,3.0,"0.25 ק""מ מצומת בית יצחק",189808,692350
5702,10,0.0,כניסה לנורדייה,5.0,צומת נורדייה,0.0,,,
5704,10,0.0,צומת בארותיים,9.0,כניסה לבארותיים,2.0,"0.16 ק""מ מצומת בארותיים",199042,691100
5714,10,0.0,צומת ניצני עוז,66.0,צומת בחן,1.0,"0.11 ק""מ מצומת ניצני עוז",200129,691030
5720,10,0.0,צומת חפר,31.0,כניסה לכפר ויתקין,1.0,"0.12 ק""מ מצומת חפר",191519,697830
5803,10,0.0,צומת המעפיל,58.0,צומת גן יאשיה,3.0,"0.29 ק""מ מצומת המעפיל",199494,698513
6403,10,166.0,צומת נרבתה,197.0,צומת מנשה,168.0,"0.24 ק""מ מצומת מנשה",201890,706401
6502,10,0.0,צומת מנשה,27.0,צומת כרכור,24.0,"2.41  ק""מ מצומת מנשה",199427,708097
6511,10,0.0,צומת אור עקיבא,34.0,כניסה לעתיקות קיסריה,17.0,"1.67 ק""מ מצומת אור עקיבא",192010,712312
6513,10,0.0,צומת לברטעה (קציר),88.0,צומת אום א-ריחן,2.0,"0.21 ק""מ מצומת לברטעה",206782,711624
6522,10,0.0,צומת גבעת עדה,5.0,כניסה לאלוני יצחק,1.0," 0.1 ק""מ מצומת גבעת עדה",200526,713649
6531,10,0.0,צומת ג'סר א-זרקא,20.0,צומת אתר התנינים,1.0,"0.10 ק""מ מצומת ג'סר א-זרקא",193457,715596
6533,10,0.0,צומת אביאל,55.0,כניסה לעמיקם,1.0,כמאה מטר מדרך מצומת אביאל,,
6666,10,0.0,צומת למעלה גלבוע,75.0,צומת מצפה גלבוע,2.0,"0.24 ק""מ מצומת למעלה גלבוע",241725,713017
6714,10,0.0,צומת ניר יפה,14.0,כניסה למלאה,5.0,בין צומת גדיש ומלאה,223618,719944
6724,10,0.0,צומת דבורה,31.0,כניסה לרם און,3.0,"0.32 ק""מ מצומת דבורה",224634,718956
7078,10,116.0,יישוב בית שאן תל סהרון,129.0,צומת בית שאן (מערב),123.0,"0.07 ק""מ מיישוב בית שאן תל סהרון",246834,713065
7110,10,0.0,מחלף עתלית,25.0,כניסה לנווה ים,8.0,"0.77 ק""מ ממחלף עתלית",195444,735000
7155,10,0.0,צומת מרחביה,10.0,כניסה לכפר סולם,4.0,בין צומת מרחביה וקיבוץ מרחביה,228896,723598
7255,10,179.0,צומת ברוך,200.0,צומת מ' העמק (כיכר העיר),184.0,"4.38 ק""מ מצומת ברוך",222533,729980
7276,10,0.0,צומת גזית,71.0,כניסה לגזית,3.0,"0.32 ק""מ מצומת גזית",239190,731300
7579,10,0.0,צומת לבית זרע,6.0,כניסה לבית זרע,2.0,200 מטר מצומת לבית זרע,254789,732666
7589,10,0.0,צומת מסדה,13.0,כניסה למסדה,5.0,בין צומת מסדה למסדה,255190,732210
7703,10,6.0,צומת אושה,19.0,כניסה לכפר המכבי,10.0,"0.90 ק""מ מצומת אושה",210288,744430
8512,10,0.0,כניסה לצורית,30.0,צומת הר גילון,10.0,,221552,757594
8611,10,0.0,צומת רגבה,13.0,כניסה לרגבה (צפון),2.0,"0.19 ק""מ מצומת רגבה",209299,764771
8721,10,0.0,צומת כליל,85.0,כניסה ליאנוח-ג'ת,1.0,500 מטר מצומת כליל,214431,765862
8911,10,0.0,צומת עבדון,50.0,כניסה למנות,1.0,,,
