pk_teuna_fikt,sug_tik,THUM_GEOGRAFI,SUG_DEREH,SEMEL_YISHUV,REHOV1,REHOV2,BAYIT,ZOMET_IRONI,KVISH1,KVISH2,KM,ZOMET_LO_IRONI,YEHIDA,SHNAT_TEUNA,HODESH_TEUNA,SHAA,SUG_YOM,YOM_LAYLA,YOM_BASHAVUA,HUMRAT_TEUNA,SUG_TEUNA,HAD_MASLUL,RAV_MASLUL,MEHIRUT_MUTERET,TKINUT,ROHAV,SIMUN_TIMRUR,TEURA,MEZEG_AVIR,PNE_KVISH,SUG_EZEM,MERHAK_EZEM,LO_HAZA,OFEN_HAZIYA,MEKOM_HAZIYA,KIVUN_HAZIYA,MAHOZ,NAFA,EZOR_TIVI,MAAMAD_MINIZIPALI,ZURAT_ISHUV,STATUS_IGUN,X,Y
2014046148,1,1,2,3000,1435,,9999,,,,,,61,2014,6,9,4,5,1,3,8,0,3,1,1,2,3,3,1,1,1,4,9,0,0,9,1,11,111,0,12,3,218809,627817
2014046158,1,1,4,0,,,,,293,0,40,,34,2014,6,32,4,1,3,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,62,621,99,99,1,165505,594443
2014046161,1,1,4,0,,,,,6,0,1840,,11,2014,12,71,4,5,3,2,4,0,2,7,1,4,3,5,1,1,9,9,9,0,0,9,3,32,323,99,99,1,203656,708634
2014046162,1,1,1,7400,826,1236,,10590395,,,,,51,2014,7,69,4,1,2,3,2,0,3,1,1,2,3,1,1,1,9,9,9,0,0,9,4,41,411,0,13,1,188675,689360
2014046163,1,2,4,0,,,,,60,0,380,,43,2014,7,56,4,1,4,3,10,2,0,4,1,3,3,1,1,2,9,9,9,0,0,9,7,77,77,99,99,1,202694,596530
2014046167,1,1,2,7900,148,,9999,,,,,,51,2014,8,41,4,1,5,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,422,0,13,3,190310,668268
2014046183,1,1,4,0,,,,,5,0,70,,51,2014,12,67,4,5,4,3,1,0,3,5,1,4,3,3,1,1,9,9,9,0,0,9,4,42,422,99,99,1,187758,669709
2014046192,1,1,2,2610,113,,9999,,,,,,61,2014,11,28,4,1,4,3,5,3,0,1,1,1,4,1,2,2,9,9,9,0,0,9,1,11,112,0,14,3,198216,628550
2014046197,1,1,4,0,,,,,85,0,399,,12,2014,6,65,4,1,6,3,5,2,0,2,1,3,3,1,1,1,9,9,9,0,0,9,2,12,212,99,99,1,245596,757398
2014046207,1,1,1,70,407,406,,8560073,,,,,38,2014,8,43,4,1,1,3,8,0,3,1,1,3,3,1,1,1,6,1,9,0,0,9,6,61,613,0,13,1,165229,632746
2014046219,1,1,4,0,,,,,12,0,250,,33,2014,10,51,4,1,6,2,4,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,6,27,627,99,99,1,185681,402999
2014046229,1,1,1,4000,169,200,,470122,,,,,11,2014,10,65,3,1,1,3,5,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,207423,747651
2014046258,1,1,4,0,,,,,90,0,1110,,34,2014,12,52,4,1,5,3,5,3,0,5,1,2,3,1,1,1,9,9,9,0,0,9,6,25,625,99,99,1,215002,477485
2014046276,1,1,1,5000,303,310,,80150413,,,,,20,2014,11,34,4,1,4,3,1,1,0,1,1,1,3,1,1,1,9,9,9,3,3,1,5,51,511,0,13,1,184252,670167
2014046296,1,1,2,70,501,,9999,,,,,,38,2014,8,93,4,5,5,3,2,2,0,1,1,5,4,3,1,1,9,9,9,0,0,9,6,61,613,0,13,3,167732,635626
2014046317,1,1,1,6600,918,917,,8810055,,,,,20,2014,6,75,4,1,5,3,2,3,0,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,178053,657524
2014046327,1,1,2,8500,,,9999,,,,,,52,2014,7,56,4,1,5,3,3,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,43,432,0,15,2,187525,648391
2014046331,1,1,4,0,,,,,4,0,2370,,12,2014,11,64,4,1,5,3,8,0,3,5,1,4,3,1,1,1,8,2,9,0,0,9,2,24,245,99,99,1,209131,764895
2014046364,1,1,1,6700,511,328,,8600160,,,,,14,2014,12,69,4,5,2,3,2,0,3,1,1,3,3,10,1,9,9,9,9,0,0,9,2,22,221,0,16,1,249958,743085
2014046405,1,1,4,0,,,,,1,0,80,,52,2014,12,56,4,1,5,3,3,0,2,7,1,4,3,1,1,1,9,9,9,0,0,9,4,43,432,99,99,1,185884,656177
2014046409,1,1,2,6700,445,,9999,,,,,,14,2014,11,34,4,1,3,3,1,1,0,1,1,3,3,1,2,2,9,9,9,4,2,1,2,22,221,0,16,3,248244,742853
2014046411,1,1,1,4000,1084,662,,14220421,,,,,11,2014,6,75,4,1,7,3,2,0,3,1,0,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,200608,744004
2014046416,1,1,2,498,0,,9999,,,,,,14,2014,7,91,4,5,7,2,1,3,0,1,1,2,4,3,1,1,9,9,9,3,2,9,2,23,237,99,27,2,235470,742415
2014046419,1,2,4,0,,,,,55,0,290,,41,2014,7,62,4,1,2,3,5,1,0,4,0,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,214664,678779
2014046430,1,1,2,2600,177,,9999,,,,,,33,2014,11,93,4,5,1,3,10,0,3,1,1,3,2,3,1,6,9,9,9,0,0,9,6,62,625,0,15,3,193936,385893
2014046436,1,1,2,3000,1833,,9999,,,,,,61,2014,6,31,4,1,5,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,221721,630805
2014046453,1,1,4,0,,,,,6,0,800,,38,2014,9,87,4,5,1,3,8,0,2,6,1,3,3,5,1,1,6,1,9,0,0,9,6,12,612,99,99,1,182434,613791
2014046471,1,1,1,6100,401,405,,10310021,,,,,20,2014,9,93,4,5,3,2,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,512,0,14,1,183394,665994
2014046478,1,1,1,6400,650,608,,150009,,,,,20,2014,11,85,4,5,7,3,4,1,0,1,1,1,3,3,1,1,9,9,9,0,0,9,5,51,511,0,15,1,182158,675851
2014046499,1,1,4,0,,,,,4,0,1420,,51,2014,9,33,4,1,6,3,3,0,2,5,1,5,4,1,1,1,9,9,9,0,0,9,4,41,411,99,99,1,190454,687713
2014046501,1,1,3,0,,,,,5,40,105,4021,51,2014,7,29,4,1,4,3,2,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,4,42,422,99,99,1,191061,669820
2014046502,1,1,2,3000,1714,,9999,,,,,,61,2014,9,47,4,1,6,3,3,0,2,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,220758,628424
2014046509,1,1,2,8300,348,,2,,,,,,52,2014,11,41,4,1,4,3,1,3,0,1,1,3,3,1,1,1,9,9,7,8,0,9,4,44,442,0,13,3,182063,652545
2014046522,1,1,2,7400,521,,9999,,,,,,51,2014,6,35,4,1,4,3,1,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,41,411,0,13,3,186092,692151
2014046530,1,1,1,3000,1795,1787,,25860533,,,,,61,2014,7,78,4,1,6,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220349,628827
2014046538,1,1,1,3000,4565,4543,,23960845,,,,,61,2014,8,29,4,1,6,3,1,0,3,1,0,3,3,1,1,1,9,9,9,3,3,9,1,11,111,0,12,1,217779,626634
2014046541,1,1,3,0,,,,,444,4613,122,3589,51,2014,12,35,4,1,1,3,2,0,2,5,1,3,3,1,2,2,9,9,9,0,0,9,4,22,422,99,99,1,195735,659115
2014046543,1,1,1,7100,397,1070,,10090018,,,,,38,2014,5,86,4,5,7,3,2,3,0,1,1,3,4,3,1,1,9,9,9,0,0,9,6,61,614,0,14,1,159029,619338
2014046570,1,1,2,6200,620,,9999,,,,,,20,2014,5,68,4,1,6,2,2,0,3,1,1,4,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,3,175422,656513
2014046585,1,1,3,0,,,,,89,866,442,1471,12,2014,10,37,4,1,3,3,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,2,21,212,99,99,1,241770,765926
2014046592,1,1,4,0,,,,,2,0,250,,20,2014,8,61,4,1,6,3,3,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,182628,674912
2014046596,1,1,1,8700,139,352,,170001,,,,,51,2014,4,50,4,1,3,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,1,4,42,421,0,15,1,188701,677474
2014046598,1,1,2,7400,504,,9999,,,,,,51,2014,9,78,4,5,4,3,1,0,3,1,1,2,3,6,1,1,9,9,9,9,0,9,4,41,411,0,13,3,186293,691707
2014046600,1,1,2,5000,534,,9999,,,,,,20,2014,11,57,4,1,2,3,2,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,13,3,179229,665869
2014046601,1,1,2,4000,191,,50,,,,,,11,2014,5,73,4,1,6,3,2,1,0,3,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,1,202922,743784
2014046602,1,1,2,6100,309,,1,,,,,,20,2014,10,55,4,1,1,3,1,3,0,1,1,2,3,1,1,1,9,9,6,8,0,9,5,51,512,0,14,1,184324,666755
2014046615,1,1,2,3000,4452,,9999,,,,,,61,2014,12,92,4,5,2,3,2,0,2,1,1,3,3,3,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219379,634811
2014046618,1,1,1,2620,249,310,,68150094,,,,,20,2014,5,45,4,1,1,3,4,3,0,1,1,3,1,1,1,1,9,9,9,0,0,9,5,51,512,0,16,1,186135,662542
2014046668,1,1,4,0,,,,,65,,80,,11,2014,12,48,4,1,7,3,3,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,3,32,324,99,99,1,197320,706466
2014046670,1,1,2,5000,1327,,9,,,,,,20,2014,9,63,4,1,3,2,1,1,0,1,1,2,3,1,1,1,3,1,1,8,0,9,5,51,511,0,13,1,177829,663204
2014046715,1,1,3,0,,,,,781,,,,11,2014,9,27,2,5,4,3,2,0,3,1,1,5,3,6,1,1,9,9,9,0,0,9,2,24,241,99,99,3,214848,747653
2014046740,1,1,4,0,,,,,85,0,60,,11,2014,12,62,4,1,6,3,4,0,2,5,1,3,3,1,1,1,9,9,9,0,0,9,2,46,246,99,99,1,213738,757751
2014046748,1,1,1,4000,859,,,,,,,,11,2014,6,73,4,1,5,3,1,2,0,1,1,1,3,1,1,1,9,9,9,1,4,1,3,31,311,0,13,3,200223,746223
2014046755,1,1,1,4000,811,808,,10410512,,,,,11,2014,6,41,4,1,2,3,1,3,0,1,1,5,3,1,1,1,9,9,9,3,3,1,3,31,311,0,13,1,199388,746425
2014046768,1,2,4,0,,,,,90,0,3405,,41,2014,7,42,4,1,1,3,4,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,251583,678439
2014046782,1,1,2,3000,501,,9999,,,,,,61,2014,11,14,4,5,7,3,8,0,3,1,1,3,3,3,2,2,1,2,9,0,0,9,1,11,111,0,12,3,221355,632233
2014046787,1,1,3,0,,,,,38,383,119,619,61,2014,5,31,4,1,3,3,2,2,0,4,1,3,3,1,1,1,9,9,9,0,0,9,1,11,112,99,99,1,194700,623318
2014046788,1,1,2,8700,103,,82,,,,,,51,2014,10,70,4,1,3,3,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,42,421,0,15,1,188773,676270
2014046804,1,1,1,166,362,261,,310001,,,,,38,2014,12,46,4,1,7,3,2,0,2,3,1,3,4,1,1,1,9,9,9,0,0,9,4,44,441,99,16,1,170617,632189
2014046817,1,1,4,0,,,,,40,0,1491,,34,2014,8,51,4,1,6,2,2,3,0,4,1,4,3,1,1,1,9,9,9,0,0,9,6,26,626,99,99,1,178188,545838
2014046818,1,1,3,0,,,,,443,446,140,4071,52,2014,5,85,4,5,4,3,1,0,3,5,1,4,3,3,2,2,9,9,9,1,4,1,4,43,431,99,99,1,201702,646618
2014046845,1,1,4,0,,,,,0,,,,38,2014,7,73,4,1,2,3,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,9,99,999,99,99,9,,
2014046848,1,1,2,7300,892,,9999,,,,,,14,2014,8,77,4,1,6,3,1,3,0,1,1,2,3,1,1,1,9,9,9,1,2,9,2,23,237,0,25,3,228099,735373
2014046868,1,1,2,6200,212,,71,,,,,,20,2014,9,75,4,5,2,3,2,3,0,1,1,2,3,3,1,1,9,9,9,0,0,9,5,51,513,0,14,1,175510,658700
2014046871,1,1,4,0,,,,,754,0,570,,14,2014,8,73,4,1,5,3,2,2,0,1,1,2,3,1,1,1,9,9,9,0,0,9,2,25,237,99,99,1,230776,737601
2014046886,1,1,2,7600,205,,31,,,,,,12,2014,9,66,4,1,2,3,1,0,2,1,1,3,3,1,1,1,9,9,9,1,3,2,2,24,246,0,16,1,207725,759072
2014046908,1,1,3,0,,,,,4,0,2172,8046,11,2014,8,56,4,1,1,3,2,0,2,3,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,99,99,1,206850,746234
2014046910,1,2,4,0,,,,,505,0,210,,41,2014,9,39,4,1,3,3,4,3,0,3,1,2,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,200950,668921
2014046919,1,1,3,0,,,,,6,75,2155,1201,11,2014,9,85,4,5,4,2,2,0,3,3,1,5,4,3,1,1,9,9,9,0,0,9,3,11,311,99,99,1,209294,736795
2014046920,1,1,3,0,,,,,4,461,1128,313,20,2014,11,91,4,5,2,1,1,3,0,3,1,3,3,3,1,1,9,9,9,1,4,2,5,52,512,99,99,1,184091,660595
2014046926,1,1,2,504,0,,9999,,,,,,12,2014,8,15,4,5,2,3,3,3,0,1,1,2,3,6,1,1,9,9,9,0,0,9,2,24,241,99,27,2,219865,752779
2014046935,1,1,4,0,,,,,768,0,10,,14,2014,11,57,4,1,6,3,4,2,0,4,1,2,3,1,1,1,9,9,9,0,0,9,2,22,221,99,99,1,251548,736548
2014046936,1,1,4,0,,,,,85,0,180,,12,2014,5,83,4,5,4,3,3,0,2,5,1,4,3,3,1,1,9,9,9,0,0,9,2,24,242,99,99,1,225371,758225
2014046939,1,1,2,3000,4147,,9999,,,,,,61,2014,5,41,4,1,5,2,1,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,0,12,3,223657,630802
2014046953,1,1,1,6600,725,525,,7970042,,,,,20,2014,6,65,4,1,1,3,2,3,0,1,1,2,3,1,1,1,9,9,7,0,0,9,5,51,513,0,14,1,178252,658996
2014046975,1,1,1,8400,442,449,,9000008,,,,,52,2014,12,37,4,1,1,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,4,9,4,44,441,0,14,1,182821,644812
2014046977,1,1,2,2620,225,,9999,,,,,,20,2014,5,88,4,5,4,3,4,0,3,1,1,0,3,3,1,1,9,9,9,0,0,9,5,51,512,0,16,3,186916,661927
2014046982,1,1,4,0,,,,,90,0,4160,,14,2014,7,53,4,1,1,3,2,0,3,2,1,4,3,1,1,1,9,9,9,0,0,9,2,22,221,99,99,1,250792,744838
2014046983,1,1,2,1139,174,,9999,,,,,,12,2014,10,30,4,1,2,2,1,3,0,1,1,1,3,1,1,1,9,9,9,3,3,1,2,24,242,0,16,3,228512,757472
2014046996,1,1,1,6400,401,402,,60005,,,,,20,2014,5,44,4,1,7,3,2,1,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,15,1,185031,674710
2014046999,1,1,1,4000,195,268,,16740131,,,,,11,2014,8,24,4,5,6,3,3,0,2,3,1,3,3,6,1,1,9,9,9,0,0,9,3,31,311,0,13,1,203340,743949
2014047008,1,1,3,0,,,,,3,232,2319,105,38,2014,6,83,4,5,3,3,2,0,3,4,1,3,3,3,1,1,9,9,9,0,0,9,6,61,614,99,99,1,167205,621307
2014047021,1,1,1,7400,609,608,,9800033,,,,,51,2014,6,51,4,1,4,3,15,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,4,41,411,0,13,1,186538,690802
2014047023,1,1,4,0,,,,,12,0,71,,33,2014,12,7,4,5,5,3,10,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,6,62,625,99,99,1,188608,387632
2014047033,1,1,2,3000,1520,,9999,,,,,,61,2014,12,1,4,5,6,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,1,11,111,0,12,3,221036,630757
2014047035,1,1,2,3000,101,,9999,,,,,,61,2014,12,5,4,5,3,3,2,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,1,11,111,0,12,3,220913,633158
2014047040,1,2,2,3797,0,,9999,,,,,,43,2014,7,54,4,1,5,3,1,3,0,1,1,3,3,1,1,1,9,9,9,2,2,2,7,77,777,0,15,2,204286,648779
2014047041,1,1,1,6600,113,116,,110011,,,,,20,2014,10,41,3,1,2,3,4,3,0,1,1,1,3,1,1,1,9,9,9,0,0,9,5,51,513,0,14,1,181429,658008
2014047042,1,1,4,0,,,,,3631,0,8,,38,2014,8,59,4,1,3,3,5,3,0,1,1,2,4,1,1,1,9,9,9,0,0,9,6,61,614,99,99,1,165446,626668
2014047046,1,2,3,0,,,,,5,505,350,7202,41,2014,11,51,4,1,5,3,2,3,0,4,1,3,3,1,1,1,9,9,9,0,0,9,7,77,77,99,99,1,213428,668432
2014047049,1,1,1,7400,419,510,,60034,,,,,51,2014,5,95,4,5,7,3,4,1,0,1,1,3,3,3,1,1,9,9,9,0,0,9,4,41,411,0,13,1,186480,692315
2014047055,1,1,1,2600,121,106,,7380003,,,,,33,2014,8,56,4,1,5,3,2,0,3,1,1,3,4,1,1,1,9,9,9,0,0,9,6,62,625,0,15,1,194891,386028
2014047068,1,1,4,0,,,,,6,0,800,,38,2014,5,68,4,1,7,3,10,0,5,7,1,3,4,1,1,1,6,4,9,0,0,9,6,12,612,99,99,1,182434,613791
2014047085,1,2,2,3570,102,,9,,,,,,41,2014,11,66,4,1,1,3,4,3,0,3,1,2,3,1,2,2,9,9,9,0,0,9,7,77,777,0,17,1,217464,668313
2014047088,1,1,1,7900,136,1039,,11570011,,,,,51,2014,10,64,4,1,1,3,1,0,2,1,1,3,3,1,1,1,9,9,9,3,4,1,4,42,422,0,13,1,188455,667286
2014047093,1,1,2,9300,0,,9999,,,,,,11,2014,7,9,4,5,6,3,11,0,1,1,1,3,3,3,1,1,9,9,9,0,0,9,3,32,322,99,16,2,195778,719615
2014047099,1,1,2,4000,1188,,9999,,,,,,11,2014,6,81,4,5,6,3,1,1,0,1,1,0,3,6,5,9,9,9,9,0,0,9,3,31,311,0,13,2,201127,745458
2014047116,1,1,2,8700,103,,9999,,,,,,51,2014,5,39,4,1,1,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,42,421,0,15,3,188024,676469
2014047119,1,2,4,0,,,,,60,0,1345,,41,2014,5,90,4,5,6,3,4,2,0,4,1,0,3,5,1,1,9,9,9,0,0,9,7,77,77,99,99,1,224287,668177
2014047127,1,1,2,9000,366,,9999,,,,,,34,2014,11,63,4,1,6,3,1,0,3,3,1,5,3,1,1,1,9,9,9,2,3,1,6,62,623,0,13,3,178149,573454
2014047134,1,1,3,0,,,,,40,531,3012,4198,51,2014,7,63,4,1,6,3,2,0,3,5,1,5,3,1,1,1,9,9,9,0,0,9,4,42,421,99,99,1,193234,674619
2014047135,1,1,3,0,,,,,4,85,2305,4050,12,2014,8,13,4,5,1,3,2,3,0,5,1,5,3,3,1,1,9,9,9,0,0,9,2,24,246,99,99,1,209402,758228
2014047140,1,1,2,70,227,,13,,,,,,38,2014,5,55,4,1,4,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,6,61,613,0,13,1,166803,634943
2014047147,1,1,1,70,189,257,,7900013,,,,,38,2014,10,55,3,1,3,3,1,0,3,1,1,3,3,1,1,1,9,9,9,3,3,1,6,61,613,0,13,1,166499,634179
2014047157,1,2,1,3570,120,210,,140001,,,,,41,2014,6,65,4,1,1,3,9,0,3,1,1,2,3,1,1,1,6,9,9,0,0,9,7,77,777,0,17,1,217039,667713
2014047166,1,1,2,3000,714,,7,,,,,,61,2014,7,7,4,5,2,3,2,3,0,1,1,2,3,6,1,1,9,9,9,0,0,9,1,11,111,0,12,1,220262,631323
2014047186,1,1,4,0,,,,,38,0,260,,61,2014,11,12,4,5,3,3,10,2,0,3,1,2,3,5,2,2,9,9,9,0,0,9,1,11,112,99,99,1,201472,634005
2014047189,1,1,2,9700,401,,3,,,,,,51,2014,7,58,4,1,4,3,2,3,0,1,1,2,4,1,1,1,9,9,9,0,0,9,4,42,421,0,15,1,190105,670874
2014047201,1,1,3,0,,,,,35,40,159,577,38,2014,7,73,4,1,2,3,5,0,2,5,1,4,3,1,1,1,9,9,9,0,0,9,6,61,612,99,99,1,177055,614921
2014047202,1,1,1,7000,524,421,,8350002,,,,,52,2014,9,38,4,1,1,3,1,3,0,1,1,3,3,1,1,1,9,9,9,3,1,9,4,43,432,0,15,1,189943,650444
2014047223,1,1,2,638,0,,9999,,,,,,51,2014,12,31,4,1,5,3,15,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,4,41,412,0,26,2,198047,688325
2014047224,1,1,3,0,,,,,77,75,400,3698,14,2014,9,82,4,5,1,3,2,0,3,5,1,5,3,3,1,1,9,9,9,0,0,9,2,35,235,99,99,1,214799,734806
2014047235,1,1,4,0,,,,,65,0,145,,11,2014,8,5,4,5,4,3,8,0,2,5,1,2,3,3,1,1,6,2,9,0,0,9,3,24,324,99,99,1,202626,709701
2014047239,1,1,2,4000,512,,9999,,,,,,11,2014,9,36,4,1,1,3,2,0,3,1,1,1,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,3,200072,747103
2014047243,1,1,2,5000,2535,,9999,,,,,,20,2014,8,96,4,5,3,2,1,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,511,0,13,3,181304,662653
2014047253,1,2,2,3797,201,,18,,,,,,43,2014,9,79,4,5,2,3,1,3,0,1,1,3,3,3,1,1,9,9,9,1,3,1,7,77,777,0,15,1,204125,649074
2014047254,1,1,2,3000,1528,,9999,,,,,,61,2014,8,62,4,1,2,3,4,2,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,221132,631486
2014047262,1,1,2,2800,0,,9999,,,,,,12,2014,12,45,4,1,4,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,2,21,211,0,16,2,253873,790756
2014047273,1,1,2,5000,456,,20,,,,,,20,2014,5,46,4,1,2,2,13,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,178897,666315
2014047285,1,1,1,8300,221,223,,610009,,,,,52,2014,5,45,4,1,6,3,2,3,0,1,1,0,3,1,3,1,9,9,9,0,0,9,4,44,442,0,13,1,180622,652535
2014047294,1,1,1,5000,1505,1506,,60611,,,,,20,2014,8,64,4,1,2,3,11,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,179494,663844
2014047300,1,1,3,0,,,,,20,0,144,8052,20,2014,8,66,4,1,2,3,2,0,3,1,1,0,3,1,1,1,9,9,9,0,0,9,5,51,511,99,99,1,179991,662972
2014047306,1,1,2,3000,4366,,9999,,,,,,61,2014,10,71,2,1,4,3,2,3,0,1,1,2,3,1,1,1,9,9,9,0,0,9,1,11,111,0,12,3,219018,628117
2014047307,1,1,2,2640,,,9999,,,,,,51,2014,7,46,4,1,5,3,3,0,3,1,1,2,2,1,1,1,9,9,5,0,0,9,4,42,422,0,15,2,196162,666890
2014047328,1,1,4,0,,,,,6,0,1120,,52,2014,6,69,4,1,5,3,11,1,0,7,1,2,3,1,1,1,9,9,9,0,0,9,4,32,432,99,99,1,188853,643894
2014047339,1,2,1,3760,190,191,,30063,,,,,41,2014,6,66,4,1,6,3,5,1,0,1,1,2,3,1,1,1,9,9,9,0,0,9,7,77,777,99,18,1,200515,671031
2014047343,1,1,1,6100,228,503,,10580001,,,,,20,2014,8,39,4,1,3,3,2,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,5,51,512,0,14,1,184589,666640
2014047354,1,1,4,0,,,,,805,0,77,,12,2014,7,86,4,5,2,3,10,2,0,4,1,4,3,5,1,1,9,9,9,0,0,9,2,24,241,99,99,1,224103,752723
2014047375,1,1,2,5000,409,,9999,,,,,,20,2014,5,64,4,1,5,3,2,3,0,1,1,2,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,3,178745,667097
2014047378,1,1,2,4000,6606,,9999,,,,,,11,2014,5,59,4,1,3,3,1,1,0,1,1,0,5,11,9,9,9,9,9,4,9,9,3,31,311,0,13,2,201127,745458
2014047380,1,1,2,8500,501,,1,,,,,,52,2014,9,71,4,1,7,3,10,3,0,1,1,2,3,1,3,1,9,9,9,0,0,9,4,43,432,0,15,1,187820,648122
2014047381,1,1,4,0,,,,,25,0,1708,,34,2014,12,54,4,1,7,3,2,0,4,5,1,3,3,1,1,1,9,9,9,0,0,9,6,62,623,99,99,1,185597,569998
2014047382,1,1,1,7300,846,504,,9110006,,,,,14,2014,5,82,4,5,5,3,2,0,2,1,1,5,3,3,1,1,9,9,9,0,0,9,2,23,237,0,25,1,228312,733264
2014047417,1,1,4,0,,,,,25,0,2040,,34,2014,12,41,4,1,3,3,2,1,0,5,1,3,3,1,1,1,9,9,9,0,0,9,6,21,621,99,99,1,163848,586923
2014047419,1,1,1,5000,2506,2502,,510911,,,,,20,2014,7,49,4,1,5,3,5,3,0,1,1,2,1,1,1,1,9,9,9,0,0,9,5,51,511,0,13,1,181324,664777
2014047424,1,1,1,4000,0,,,,,,,,11,2014,5,85,4,5,7,3,1,3,0,1,1,1,3,6,1,1,9,9,9,3,4,2,3,31,311,0,13,2,201127,745458
2014047426,1,1,2,6100,825,,9999,,,,,,20,2014,12,86,4,5,1,2,12,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,512,0,14,3,184850,665123
2014047446,1,1,2,4000,195,,999,,,,,,11,2014,10,69,1,1,5,3,3,0,2,3,1,4,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,3,205213,745241
2014047450,1,1,2,6100,846,,9999,,,,,,52,2014,12,73,4,5,1,3,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,512,0,14,3,184897,665622
2014047456,1,1,1,8400,435,434,,8170007,,,,,52,2014,6,41,4,1,2,3,2,0,3,1,1,3,3,1,1,1,9,9,9,0,0,9,4,44,441,0,14,1,181849,643965
2014047465,1,1,4,0,,,,,20,0,200,,20,2014,12,73,4,5,2,3,3,9,0,0,0,0,5,6,9,9,9,9,9,0,0,9,5,51,511,99,99,1,181849,668126
2014047485,1,1,2,3000,1132,,9999,,,,,,61,2014,4,33,3,1,4,2,3,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,1,11,111,0,12,3,218925,630340
2014047520,1,1,2,6400,106,,35,,,,,,20,2014,12,32,4,1,2,3,5,9,0,0,0,0,5,11,9,9,9,9,9,0,0,9,5,51,511,0,15,1,186940,674491
2014047530,1,1,2,4000,601,,82,,,,,,11,2014,9,21,4,5,4,2,8,3,0,1,1,3,3,6,1,1,1,2,9,0,0,9,3,31,311,0,13,1,199711,742792
2014047554,1,1,4,0,,,,,4,0,1750,,11,2014,12,75,4,5,2,3,17,3,0,1,1,0,3,3,1,1,9,9,9,0,0,9,3,32,322,99,99,1,194372,719656
2014047563,1,1,3,0,,,,,38,395,235,641,61,2014,11,75,4,5,5,3,2,0,3,4,0,3,3,3,1,1,9,9,9,0,0,9,1,11,112,99,99,1,201146,631701
2014047569,1,1,2,4000,1161,,9999,,,,,,11,2014,7,73,4,1,3,3,4,3,0,1,1,3,3,1,1,1,9,9,9,0,0,9,3,31,311,0,13,3,196193,746758
